# id    ra            dec          id_3DHST   ra_3DHST     dec_3DHST   z_IR     ez_IR    Mstar           xfAGN      xeAGN      SFR        eSFR       sSFR       SNR_IR   goodArea   m1400                m1700                S1400                   S1700                  
  16282 189.0113678   62.1588173   3759       189.011384   62.15882    0.8407   -1.0     8.7490003E10    3.614      3.614      8.502      1.272      0.09718    6.685    0          25.456114670094887   25.145122573580593   2.38536109676668E-7     3.176515439736986E-7   
  16284 189.2026367   62.1589355   4207       189.202629   62.158956   0.5177   -1.0     1.12699996E10   0.9692     0.9692     5.66       0.3832     0.5022     14.77    1          23.75305922793591    23.672200407446642   1.1449230764452243E-6   1.2334451369860115E-6  
  16285 189.2551117   62.1589355   4387       189.255151   62.158997   1.811    0.121    9.8160005E9     1.035      1.035      13.56      4.72       1.381      2.873    1          25.990875368222962   25.795233386087087   1.4576385742639156E-7   1.7454469175233323E-7  
  16286 189.2786407   62.1589851   4326       189.278582   62.158981   1.531    -1.0     5.7799999E10    37.55      37.55      68.83      11.6       1.191      12.03    1          26.0801414547142     25.767259628400247   1.3425900310394423E-7   1.791002321059084E-7   
  16289 189.1320343   62.1588249   4267       189.132066   62.158831   0.7898   0.15     1.659E8         1.459      1.459      6.992      3.368      42.14      5.493    1          25.0914277148211     25.22879817617687    3.337558710943527E-7    2.940903197635621E-7   
  16297 188.9710388   62.158268    -99        -99          -99         2.918    0.0495   2.19800003E10   41.36      41.36      315.4      37.89      14.35      8.324    0          -99                  -99                  -99                     -99                    
  16299 189.0453949   62.1584206   4254       189.045433   62.158425   0.9487   -1.0     1.29400003E10   1.237      0.8523     3.879      2.306      0.2998     1.682    1          24.962932397999527   24.845351401422228   3.75687755643203E-7     4.186580434287835E-7   
  16307 189.3608856   62.1585503   -99        -99          -99         0.412    -1.0     1.10099999E10   1.082      1.082      3.143      0.3514     0.2854     8.944    0          -99                  -99                  -99                     -99                    
  16318 189.1967163   62.1583557   4192       189.196733   62.158357   1.214    -1.0     2.89700004E10   0.4556     0.4556     11.32      4.719      0.3907     2.399    1          24.533280011844482   24.380122042424762   5.580691241303418E-7    6.426154799710676E-7   
  16321 189.3312225   62.1579475   -99        -99          -99         3.42     0.398    1.07599995E10   22.45      22.45      186.2      51.98      17.3       3.582    0          -99                  -99                  -99                     -99                    
  16332 189.2442017   62.1585388   -99        -99          -99         3.551    0.45     0.0             140.5      140.5      594.8      163.5      -99.0      14.95    1          -99                  -99                  -99                     -99                    
  16349 188.9679871   62.1578827   -99        -99          -99         0.1975   0.0      5.78E7          0.001085   0.001085   0.1411     0.1411     2.441      0.0      0          -99                  -99                  -99                     -99                    
  16375 189.0990601   62.1575356   4198       189.099064   62.157549   2.06     0.275    1.66700001E10   8.825      8.825      19.66      12.09      1.179      2.753    1          26.426188552561577   25.977089575117137   9.761680273547339E-8    1.4762644784751531E-7  
  16381 188.9898376   62.15728     4065       188.989835   62.157287   1.028    -1.0     3.03399997E10   2.721      2.721      21.12      2.694      0.6962     7.841    0          24.317039459330235   24.070506915493052   6.810581844132906E-7    8.546675870964583E-7   
  16384 189.1861572   62.1575127   4060       189.186134   62.157542   0.518    -1.0     5.0109998E9     0.4759     0.4759     1.622      0.327      0.3237     4.961    1          24.217965151094777   24.191472664530764   7.461290333945474E-7    7.645588754561961E-7   
  16398 189.3502197   62.1572838   -99        -99          -99         1.127    0.1798   1.38700001E10   0.8866     0.8866     6.056      3.368      0.4367     1.798    0          -99                  -99                  -99                     -99                    
  16399 189.3482819   62.1568718   -99        -99          -99         0.423    -1.0     6.7910003E8     0.06042    0.06042    0.7801     0.8554     1.149      0.912    0          -99                  -99                  -99                     -99                    
  16433 189.1252441   62.1566391   4020       189.125223   62.156649   0.9542   -1.0     1.74600008E10   24.26      4.952      7.515      1.187      0.4305     6.721    1          27.052363510859962   26.43751430660547    5.483458938227967E-8    9.660381496258138E-8   
  16435 189.2391205   62.15662     3993       189.239082   62.156631   0.972    -1.0     6.4860001E9     0.326      0.326      4.839      1.435      0.7461     3.371    1          27.29511132440116    26.67021762806588    4.384857360014121E-8    7.796738148775186E-8   
  16440 188.9502716   62.1561432   -99        -99          -99         0.3704   0.06     7.6199997E9     0.05244    0.05244    0.8528     0.497      0.1119     1.716    0          -99                  -99                  -99                     -99                    
  16449 188.9747162   62.1560936   -99        -99          -99         1.174    0.1901   5.0339999E9     2.177      2.177      15.58      7.941      3.095      3.897    0          -99                  -99                  -99                     -99                    
  16456 189.1583252   62.1561508   3789       189.158341   62.156168   0.514    -1.0     2.83099996E10   0.4228     0.4228     4.346      0.3538     0.1535     12.28    1          24.55047444280301    24.298850017358227   5.493007891069203E-7    6.925641279699045E-7   
  16466 189.2034454   62.1560974   3990       189.203394   62.156097   2.365    0.1435   5.2720001E10    9.141      9.141      163.9      26.21      3.109      8.759    1          27.770532132446196   27.16251045223151    2.8300046365774985E-8   4.954454212384363E-8   
  16468 189.2475891   62.1560898   3881       189.247558   62.156079   1.891    -1.0     1.29400003E10   3.312      2.979      19.04      22.64      1.471      0.841    1          24.5068123918999     24.279376936070037   5.718406747489041E-7    7.050975824215978E-7   
  16484 189.3217773   62.1559181   -99        -99          -99         0.9809   0.1701   8.7489997E9     0.5284     0.5284     5.383      3.627      0.6153     1.879    1          -99                  -99                  -99                     -99                    
  16488 188.984436    62.1555862   -99        -99          -99         1.128    0.1898   8.1650002E9     2.141      2.141      13.9       8.455      1.702      2.831    0          -99                  -99                  -99                     -99                    
  16493 189.3343964   62.1557312   -99        -99          -99         1.296    -1.0     1.29400003E10   1.27       1.27       15.45      5.082      1.194      3.04     0          -99                  -99                  -99                     -99                    
  16495 188.9395905   62.1554375   -99        -99          -99         1.29     0.206    6.7910001E9     7.064E-8   7.064E-8   72.38      26.45      10.66      10.76    0          -99                  -99                  -99                     -99                    
  16501 189.2812805   62.1555443   3791       189.281245   62.15554    0.956    -1.0     1.23599995E10   2.721      2.447      12.91      2.029      1.045      6.364    1          25.992041600247624   25.482666928878185   1.4560737078477254E-7   2.3277333479088285E-7  
  16502 189.2951965   62.1555977   3862       189.295102   62.15563    1.604    -1.0     2.52300001E10   3.754      2.481      27.78      8.022      1.101      3.463    1          24.813315385456622   24.57073504655761    4.3119512866102865E-7   5.391454959141638E-7   
  16512 189.177063    62.1555252   3937       189.177286   62.155528   1.873    0.1895   7.6199997E9     2.51       2.51       21.38      8.117      2.806      2.634    1          26.64102068247764    26.275834899086064   8.009247734249649E-8    1.1211559869780131E-7  
  16514 189.2189331   62.155468    3780       189.218953   62.155484   0.9543   -1.0     4.591E10        0.1545     0.1545     2.887      0.7516     0.06288    3.841    1          28.551924774946723   27.45323835361212    1.3779393104547695E-8   3.790571199917483E-8   
  16516 189.3306274   62.1555023   -99        -99          -99         0.3921   -1.0     2.249E8         0.02657    0.02657    0.7647     0.7647     3.4        0.0      0          -99                  -99                  -99                     -99                    
  16543 189.2324219   62.1548729   3630       189.232313   62.154862   0.4192   -1.0     1.592E10        2.073      2.073      24.46      0.3472     1.536      88.16    1          24.277700985845684   24.20142280608394    7.061868165860007E-7    7.57584146023487E-7    
  16550 189.1334076   62.154747    3790       189.133359   62.15475    1.009    0.18     2.24899994E10   1.258      1.258      12.25      37.12      0.5447     0.33     1          28.024413795862188   27.338920547473716   2.239930181916543E-8    4.211451281041647E-8   
  16559 189.0024719   62.1544037   3734       189.002477   62.154404   1.29     0.206    2.24899994E10   2.009      2.009      10.72      8.269      0.4767     2.287    0          24.67277511865659    24.478668198333544   4.907834990148041E-7    5.868575830954314E-7   
  16567 189.308548    62.154686    3776       189.308456   62.154695   2.064    0.112    1.00499997E11   66.76      30.03      83.94      17.03      0.8356     4.994    1          26.603592558347362   25.809242434600158   8.290161225248392E-8    1.7230704170060078E-7  
  16576 189.1703644   62.1544991   3799       189.170353   62.154518   1.261    -1.0     1.208E10        2.096      2.096      23.54      3.538      1.949      6.653    1          26.893466316334287   26.375243853862287   6.347657324262917E-8    1.0230631889127013E-7  
  16594 189.3335571   62.1544342   -99        -99          -99         1.54     0.229    2.52300001E10   16.73      16.73      66.16      35.9       2.622      5.559    0          -99                  -99                  -99                     -99                    
  16601 189.353241    62.154335    -99        -99          -99         0.8709   0.1601   9.1609999E9     1.617      1.617      6.374      5.191      0.6958     1.228    0          -99                  -99                  -99                     -99                    
  16606 189.104126    62.1533699   3641       189.10406    62.153323   0.091    0.09     3.89E8          0.001683   0.001683   0.03949    0.03949    0.1015     1.131    1          23.633711201938137   23.531730236544448   1.2779548757239415E-6   1.4038086218592688E-6  
  16609 189.2973785   62.1540604   3777       189.297333   62.154039   3.46     0.401    2.00399995E10   6.061      6.061      159.9      115.3      7.978      1.387    1          26.187559769187953   25.873966469978782   1.2161190522109547E-7   1.6233546600357286E-7  
  16616 189.2181702   62.1533432   3698       189.218183   62.15334    3.14     0.373    8.3549998E9     16.05      16.05      155.2      67.54      18.58      2.298    1          25.70181683332546    25.416083660009594   1.9022748525136435E-7   2.474950606788584E-7   
  16624 189.1331329   62.1536751   3679       189.133132   62.153726   0.9538   -1.0     2.884E9         0.7497     0.4382     7.477      2.012      2.593      3.717    1          24.358861122176776   24.21843018654005    6.553232118890674E-7    7.458095247063241E-7   
  16625 189.2032471   62.1536789   3655       189.203229   62.153697   1.772    0.095    2.05099991E10   4.837      3.451      15.89      8.439      0.7748     1.883    1          24.57025989007313    24.414504302938496   5.39381496649783E-7     6.225844636877533E-7   
  16650 189.2854004   62.1533051   3551       189.285398   62.153279   1.152    -1.0     7.1110001E9     0.5939     0.5939     6.519      1.631      0.9167     3.996    1          23.076512369950574   22.901947714531307   2.134986100957153E-6    2.5073843694238636E-6  
  16656 189.0560455   62.1529961   3369       189.056051   62.152986   0.4097   -1.0     1.38700001E10   0.3259     0.3259     1.285      0.2351     0.09267    5.466    1          23.309263025148926   23.270210829845748   1.7230377399810755E-6   1.7861407059053098E-6  
  16667 189.0501556   62.1525307   3572       189.050237   62.152462   1.849    0.148    8.3549998E9     5.605      3.556      22.01      17.78      2.634      1.238    1          26.315275770552883   25.96335797053905    1.0811593084612485E-7   1.4950537678110557E-7  
  16671 189.1196899   62.152916    3553       189.119338   62.152923   1.974    0.1535   9.1609997E10    1.032      1.032      7.626      8.982      0.08324    0.849    1          26.60182984106804    26.403932905024796   8.303631421081482E-8    9.963842134459971E-8   
  16677 189.0364227   62.152565    3335       189.036445   62.152562   0.843    -1.0     6.3380001E10    0.6596     0.6596     4.919      1.49       0.07761    3.301    0          25.19044111289074    25.01139028144081    3.0466569426572026E-7   3.5928897222010735E-7  
  16678 189.0863037   62.1528549   3577       189.086322   62.152716   0.9971   0.1499   6.0530002E9     0.2172     0.2172     2.124      4.519      0.3509     0.47     1          26.366127028058177   26.12735383639291    1.0316899234947501E-7   1.2854596991166623E-7  
  16679 189.1286011   62.1528931   -99        -99          -99         0.801    0.4      0.0             0.6914     0.6914     6.624      6.166      -99.0      3.698    1          -99                  -99                  -99                     -99                    
  16681 189.2510834   62.1527367   3441       189.251086   62.152729   2.435    0.177    2.14800007E11   50.19      50.19      340.3      75.46      1.585      18.64    1          29.68746045740462    27.905140794651825   4.8419000153963615E-9   2.5000211464725288E-8  
  16703 189.1323547   62.1519203   2921       189.132601   62.151833   0.8457   -1.0     2.05100007E11   11.45      11.45      16.7       3.319      0.08143    12.04    1          24.53981952279666    24.455816467006      5.547179136845355E-7    5.993402066194553E-7   
  16711 189.023468    62.1521378   3538       189.023467   62.152145   1.073    0.1801   2.05099991E10   6.744      6.744      13.29      8.412      0.648      4.981    0          27.580806024913873   27.653222968173285   3.3703700747558E-8      3.152904473833339E-8   
  16716 189.344986    62.1525421   -99        -99          -99         0.3229   -1.0     1.10099999E10   0.4586     0.4586     4.373      0.2437     0.397      17.94    0          -99                  -99                  -99                     -99                    
  16723 189.3403168   62.1522865   -99        -99          -99         0.651    0.65     0.0             11.57      11.57      10.84      10.84      -99.0      5.064    0          -99                  -99                  -99                     -99                    
  16724 189.0329285   62.1518669   3267       189.032967   62.151866   0.6372   -1.0     3.7319999E10    0.7683     0.7683     9.68       0.6348     0.2594     15.25    0          24.403667893556886   24.318359961211648   6.288294062303127E-7    6.802303664483497E-7   
  16730 189.1958618   62.1518936   3415       189.195849   62.151907   0.906    -1.0     5.9149998E9     1.574      1.183      5.917      1.848      1.0        3.711    1          26.31676807131977    25.820037221142726   1.0796743192171189E-7   1.7060239023331437E-7  
  16735 188.9600983   62.151413    -99        -99          -99         0.7789   0.15     2.00399995E10   1.86       1.86       12.92      6.216      0.6446     7.423    0          -99                  -99                  -99                     -99                    
  16757 189.3452148   62.1518364   -99        -99          -99         0.9452   0.1598   9.8160005E9     0.8787     0.8787     17.86      357.2      1.819      0.05     0          -99                  -99                  -99                     -99                    
  16759 189.1646576   62.151432    3414       189.1645     62.151437   0.9538   -1.0     2.29100006E9    0.6024     0.4999     2.993      5.532      1.307      0.541    1          24.38959181572709    24.224254684074403   6.370349702687917E-7    7.4181929688407E-7     
  16762 189.2739868   62.1512871   3359       189.273982   62.151396   1.152    -1.0     4.3650002E9     0.5527     0.5527     4.207      3.98       0.9639     1.057    1          23.806719244339195   23.668059926256554   1.0897134274323358E-6   1.238157890137315E-6   
  16764 189.0900726   62.1512222   3443       189.089992   62.151235   2.576    0.136    2.96499999E10   2.88       2.88       19.57      46.05      0.6601     0.425    1          27.242056311890465   26.79584312084926    4.6044469675571766E-8   6.944848108797951E-8   
  16771 189.3332062   62.1508179   -99        -99          -99         1.1      0.18     1.29399996E11   0.6238     0.6238     20.17      26.54      0.1559     0.76     0          -99                  -99                  -99                     -99                    
  16774 189.0770416   62.1509819   3186       189.077094   62.150971   1.673    -1.0     1.86999996E11   4.873      4.873      99.0       15.56      0.5293     6.362    1          25.574418709110653   25.203762988990437   2.1391070368791325E-7   3.0095031653095195E-7  
  16775 189.0784912   62.1502724   3223       189.078231   62.15026    2.316    0.128    9.8160001E10    43.09      43.09      280.0      57.23      2.852      8.845    1          26.46443486758972    26.249666208220546   9.423799835750463E-8    1.148506656846099E-7   
  16779 189.2115479   62.1506958   3291       189.211474   62.15065    2.15     0.283    1.00499999E10   4.345      4.345      15.83      122.7      1.576      0.129    1          25.67168093360474    25.253363903826838   1.9558143424744452E-7   2.875109823325305E-7   
  16784 189.0079651   62.1506577   3293       189.008084   62.150529   0.9809   0.1701   5.9149998E9     3.185      2.925      8.904      5.444      1.505      2.108    0          25.946399742353723   25.449130120815006   1.5185884873231932E-7   2.400755606290212E-7   
  16786 189.0467987   62.1508675   3150       189.046834   62.150861   1.139    -1.0     7.4469999E10    19.87      0.6858     15.68      3.948      0.2106     3.972    0          24.530211613375027   24.41361821495464    5.596485136687198E-7    6.230927729644735E-7   
  16791 189.1214142   62.1508675   3339       189.121424   62.15087    3.184    0.271    3.483E10        9.072      9.072      161.1      74.07      4.625      4.401    1          24.36867444259895    23.957837289150316   6.494268242791168E-7    9.481238784019785E-7   
  16799 189.2779236   62.1510849   3425       189.27774    62.151039   3.201    0.181    1.202E9         2.296      2.296      138.3      86.76      115.0      1.594    1          25.742573790821833   25.6457228604543     1.8321898955955982E-7   2.0031379361370795E-7  
  16801 188.9691467   62.150589    -99        -99          -99         0.7929   -1.0     1.26500004E10   1.588      1.588      15.06      1.967      1.191      7.658    0          -99                  -99                  -99                     -99                    
  16802 188.9797516   62.150486    -99        -99          -99         1.875    -1.0     1.23600003E11   124.4      33.52      114.1      13.36      0.9233     13.29    0          -99                  -99                  -99                     -99                    
  16804 189.1377869   62.1508331   3294       189.137783   62.15085    2.898    -1.0     1.10099997E11   5.458      5.458      35.27      35.27      0.3202     0.0      1          25.04778709433615    24.178011629019483   3.4744427683836753E-7   7.740969359557934E-7   
  16810 189.0555725   62.1504669   3312       189.055215   62.15041    3.049    0.267    6.9500002E10    101.0      75.27      327.8      71.07      4.717      11.36    0          25.85126010731816    25.136827204007968   1.6576619054337863E-7   3.2008779772140584E-7  
  16825 189.0500793   62.1500511   3151       189.050148   62.14998    2.22     0.29     1.10099997E11   1.735      1.735      67.93      67.93      0.6167     0.0      0          27.516077691091596   26.885595444646704   3.577411704724957E-8    6.393840852833472E-8   
  16826 189.0739899   62.1502151   3284       189.074032   62.150215   1.563    0.188    4.3650002E9     0.6296     0.6296     8.202      6.479      1.879      1.266    1          26.33922333518528    26.037615137382083   1.0575737580214415E-7   1.3962202905139452E-7  
  16828 189.1248474   62.1503181   3216       189.124854   62.150345   2.299    -1.0     5.915E10        22.47      22.47      50.46      26.19      0.8531     1.927    1          24.080883509998706   23.875205322518514   8.465382694494881E-7    1.0230994967181805E-6  
  16844 189.2628021   62.1501846   3164       189.262815   62.150191   0.56     -1.0     7.6199997E9     0.1288     0.1288     1.992      1.838      0.2614     1.084    1          28.383772578760958   27.864816641484328   1.6087589222327712E-8   2.594617502870118E-8   
  16846 188.9942474   62.1498032   3288       188.994166   62.149769   3.719    0.306    8.5500002E10    80.32      80.32      447.2      116.0      5.231      5.441    0          25.776272782087577   25.37468531808286    1.7761959979843395E-7   2.5711408758467503E-7  
  16848 189.0263214   62.149662    2868       189.026348   62.149645   1.017    -1.0     1.12699998E11   3.117      3.117      16.19      2.454      0.1436     6.598    0          26.287443532208517   26.113958828370617   1.1092325036583814E-7   1.3014169796251217E-7  
  16849 189.0816498   62.1496086   3070       189.081791   62.149365   0.87     0.05     3.388E9         0.7515     0.7515     6.349      2.686      1.874      2.364    1          26.306900135855766   26.20388954012439    1.0895318884049364E-7   1.197965149470957E-7   
  16850 189.1082764   62.1499214   3167       189.108215   62.149842   4.26     -1.0     1.18000005E10   137.1      36.28      243.3      57.93      20.62      4.2      1          24.455283832382037   24.280954691616653   5.996342998438426E-7    7.040737023070635E-7   
  16853 189.2390747   62.1500664   3245       189.238996   62.150067   2.981    0.223    1.32400005E10   6.613      6.613      48.14      68.67      3.635      0.701    1          24.144609749661463   23.963774138844244   7.982815651860221E-7    9.429536469016288E-7   
  16856 188.9634705   62.1494484   -99        -99          -99         0.7895   -1.0     2.14799995E10   2.492      2.492      21.17      1.701      0.9858     12.44    0          -99                  -99                  -99                     -99                    
  16860 189.2650909   62.1497726   3242       189.264974   62.149776   1.877    0.0825   3.9080002E10    1.298      1.298      18.2       19.51      0.4657     0.933    1          28.040896620068203   27.644493566547755   2.206182076722889E-8    3.178356245474816E-8   
  16862 188.9682312   62.1495018   -99        -99          -99         0.3858   0.11     3.48300006E9    0.0847     0.0847     1.61       1.234      0.4622     1.513    0          -99                  -99                  -99                     -99                    
  16865 189.2929535   62.1496201   2851       189.292916   62.149606   0.475    -1.0     4.0919998E10    3.916      3.916      10.96      0.8371     0.2678     40.48    1          22.276243980112543   22.159633970315674   4.461720984215277E-6    4.967597637968116E-6   
  16886 189.3394012   62.1495171   -99        -99          -99         1.801    1.4      0.0             13.7       13.7       44.53      44.24      -99.0      1.806    0          -99                  -99                  -99                     -99                    
  16893 189.1940155   62.1490631   2801       189.194084   62.149066   1.089    0.1599   3.7319999E10    1.239      1.239      9.94       5.212      0.2663     2.571    1          27.144081092232348   26.848938982462414   5.039269245985657E-8    6.613394152571036E-8   
  16898 188.9883118   62.1484261   2966       188.988474   62.148648   1.0      0.18     6.9500001E9     0.9607     0.9607     6.352      7.318      0.914      0.868    0          24.08890863963139    23.954221907797443   8.403042192485703E-7    9.512862882592857E-7   
  16907 189.0887909   62.148632    2909       189.088851   62.148623   1.08     -1.0     1.95900006E10   1.768      1.768      24.35      2.6        1.243      9.367    1          24.47619905957549    24.176800295766455   5.881937103370949E-7    7.749610617262154E-7   
  16908 189.1185303   62.1486282   2955       189.118593   62.14865    0.7203   -1.0     4.26499994E9    0.1542     0.1542     2.76       1.607      0.6471     1.717    1          24.496875992427224   24.252414558638236   5.770980449824067E-7    7.228266838374836E-7   
  16925 189.1856842   62.1486549   2872       189.185646   62.148673   1.128    0.1898   2.76699996E10   4.8        4.658      14.45      6.966      0.5223     2.861    1          26.50256466367981    26.21690937412313    9.098590822066099E-8    1.1836852895756712E-7  
  16931 189.0359955   62.1484337   3060       189.035993   62.148439   2.33     0.3      1.15300004E10   2.879      2.879      23.77      17.91      2.061      1.327    0          24.346075647234763   24.209785694041525   6.630858207006924E-7    7.5177126636614E-7     
  16932 189.0475464   62.1484833   -99        -99          -99         1.413    0.159    2.96499999E10   1.062      1.062      9.739      25.63      0.3285     0.38     0          -99                  -99                  -99                     -99                    
  16953 189.0308228   62.1480751   2995       189.031012   62.148028   2.194    0.0815   3.483E10        14.28      14.28      180.3      24.0       5.177      10.89    0          27.574260687386168   26.902308393334927   3.390749645971724E-8    6.296172856092295E-8   
  16960 188.9984131   62.1479263   3037       188.998837   62.147795   2.786    0.2145   5.754E8         8.156      8.156      125.4      113.1      217.9      1.109    0          25.58096210334882    25.459802941061263   2.1262540737392135E-7   2.377271717705737E-7   
  16967 189.1542816   62.1478767   2896       189.154234   62.147877   2.02     -1.0     8.5500002E10    7.736      7.736      245.7      10.72      2.874      22.92    1          25.977386018947538   25.577482170703764   1.4758614618343278E-7   2.1330799411694491E-7  
  16971 189.0918427   62.1474304   2684       189.091908   62.147403   1.016    -1.0     4.6980002E10    0.6339     0.3334     1.752      1.752      0.03729    0.0      1          29.33569780780652    27.93857095094843    6.694542097818834E-9    2.42421771019138E-8    
  16980 189.1270905   62.1475182   2739       189.127052   62.147531   0.841    -1.0     2.76699996E10   2.568      2.568      25.75      1.364      0.9307     18.88    1          26.62891655095619    25.787568100167924   8.099036937201667E-8    1.7578133560698154E-7  
  16981 189.1354065   62.147419    -99        -99          -99         0.501    0.5      0.0             0.4513     0.4513     1.792      1.792      -99.0      1.906    1          -99                  -99                  -99                     -99                    
  16982 189.1657715   62.1476479   2916       189.165873   62.147629   1.152    -1.0     5.3699999E9     0.6192     0.6192     5.784      5.682      1.077      1.018    1          25.94699176383174    25.57687617460667    1.517760669358248E-7    2.134270837189196E-7   
  16984 189.3032532   62.1475677   2692       189.303181   62.147569   0.5132   0.13     9.5929999E9     3.184      3.184      20.5       11.39      2.137      43.72    1          25.33539454812495    25.175589549275497   2.6658897250273553E-7   3.0886178734504517E-7  
  16986 189.0504608   62.1474419   2929       189.050439   62.147436   1.695    0.065    7.6199997E9     2.054      2.054      13.02      8.405      1.709      1.549    0          26.715115877450543   26.60040181177942    7.480896548904707E-8    8.314560070530958E-8   
  16987 189.0792389   62.1472855   2886       189.079061   62.147413   0.89     0.1701   1.99500006E9    0.1393     0.1393     3.714      2.952      1.862      2.438    1          25.53072022514118    25.437668829005496   2.226957403018543E-7    2.426232793395517E-7   
  16996 189.0597229   62.1471214   2765       189.059716   62.147109   1.87     0.258    6.3380001E10    5.06       5.06       95.81      34.31      1.512      9.405    0          30.59270182082547    29.06064897819676    2.103387417847914E-9    8.624628729330152E-9   
  17002 189.2233887   62.1472816   2831       189.223333   62.147306   2.41     0.307    4.9200001E10    89.39      89.39      225.1      84.37      4.575      10.71    1          25.226065803046424   24.849039300340408   2.948313620734086E-7    4.172384082345158E-7   
  17003 189.2399445   62.1473465   2923       189.239818   62.147337   1.83     0.255    6.7910001E9     1.81       1.81       10.46      6.583      1.54       1.589    1          26.825424057912866   26.610327632140713   6.758189680825277E-8    8.238894603910645E-8   
  17011 189.2623291   62.1469688   2867       189.262453   62.147119   1.861    0.122    1.592E10        1.845      1.845      8.852      14.03      0.556      0.631    1          27.576600022476583   27.262512747638468   3.383451777070236E-8    4.51850639198601E-8    
  17016 188.9657593   62.1460686   -99        -99          -99         1.77     0.249    1.55599995E10   2.485      2.485      22.7       20.4       1.459      1.113    0          -99                  -99                  -99                     -99                    
  17017 188.9962463   62.1466675   2740       188.99627    62.146671   0.5314   0.13     3.388E9         0.5577     0.5577     4.693      2.804      1.385      6.197    0          24.230345704538028   23.900472640093255   7.376693147177083E-7    9.995647772060443E-7   
  17018 189.1778107   62.1468773   2749       189.17809    62.146923   1.996    0.198    4.6980002E10    8.35       8.35       25.52      41.23      0.5432     0.619    1          25.86230044920594    25.73516761373509    1.6408913300825705E-7   1.8447306116083917E-7  
  17021 189.2373657   62.1468849   2717       189.237351   62.146885   1.973    -1.0     2.24899994E10   3.395      3.395      76.1       13.85      3.384      5.493    1          22.935352754492527   22.757574486555992   2.4314139172375204E-6   2.863981480945682E-6   
  17026 189.132019    62.1467705   2805       189.132021   62.146762   0.512    -1.0     1.023E9         0.03558    0.03558    0.6896     0.4546     0.674      1.517    1          24.190189577573868   24.095633205060256   7.654629398126488E-7    8.351158338454812E-7   
  17032 189.0360413   62.1465607   2784       189.036051   62.14657    0.7425   0.15     4.4659999E9     0.3957     0.3957     3.561      1.94       0.7973     2.937    0          25.778558938596614   25.900258290362014   1.772459924800449E-7    1.5845162005137791E-7  
  17034 189.2485962   62.1465034   2649       189.248607   62.146547   1.883    -1.0     6.7910001E9     15.36      2.625      55.45      27.15      8.165      2.042    1          24.47997885311211    24.257991617774607   5.861495808885723E-7    7.191232876785242E-7   
  17050 189.2092133   62.1457062   2424       189.209165   62.145768   0.4335   -1.0     1.95900006E10   3.771      3.771      18.08      1.049      0.9231     81.24    1          24.47191823460275    24.27263859437417    5.905174098878142E-7    7.094871961041318E-7   
  17051 189.2284241   62.1464653   2597       189.228415   62.146483   0.7913   -1.0     4.8079999E10    3.403      3.403      15.75      1.378      0.3276     14.21    1          26.3305063325023     25.542305555017066   1.066098830748144E-7    2.2033210216510622E-7  
  17054 189.0290833   62.1460571   2804       189.028962   62.146134   2.832    0.0375   1.48599996E11   3.752      3.752      32.35      80.47      0.2177     0.402    0          28.14880510090071    27.961331248588976   1.9974593953600076E-8   2.3739277688210333E-8  
  17055 189.0422974   62.1462212   2752       189.042154   62.146191   2.194    0.272    3.17699994E10   7.962      7.962      28.63      18.67      0.9013     2.957    0          27.755404649739212   27.15764396806158    2.8697108526504344E-8   4.976710897143596E-8   
  17056 189.105423    62.1463089   2675       189.105437   62.146312   0.955    -1.0     1.70599997E10   2.671      2.671      16.49      1.711      0.9666     9.638    1          26.065671971564605   25.408646978302546   1.360602333338066E-7    2.491960813655965E-7   
  17061 189.2740631   62.1461868   2582       189.274081   62.14626    1.292    0.108    8.3550003E10    6.509      5.867      16.24      6.607      0.1944     2.458    1          27.83349459423304    27.252638284468105   2.6705589088120863E-8   4.559788366816755E-8   
  17066 189.0458221   62.1458054   2720       189.045876   62.145758   2.103    0.045    4.4870001E10    0.8423     0.8423     20.06      11.15      0.4471     1.799    0          29.83479113121586    29.297240377214457   4.227499331063807E-9    6.935916388649869E-9   
  17070 189.0398712   62.1457787   2421       189.039901   62.145777   0.9144   -1.0     9.5929999E10    4.785      4.785      21.76      2.351      0.2268     9.254    0          24.572711002395494   24.36123380365768    5.381651851662028E-7    6.538926843531554E-7   
  17080 189.0788727   62.1456947   2478       189.078902   62.145678   0.9433   -1.0     7.7969998E10    1.027      1.027      4.303      3.028      0.05518    1.421    1          25.498344747955816   25.246956490765477   2.2943628438921557E-7   2.892127291753792E-7   
  17081 189.0844269   62.1456375   2302       189.084527   62.145644   1.017    -1.0     2.30099993E11   0.04174    0.04174    1.127      1.17       0.004897   0.963    1          26.128559703797553   25.70026165599243    1.284032802361295E-7    1.9050015687051863E-7  
  17086 189.2562256   62.1450081   2415       189.256209   62.145014   0.7038   -1.0     1.02799995E10   1.412      1.412      10.07      0.8698     0.9797     11.58    1          23.952540771805918   23.723081344683603   9.527603851617766E-7    1.1769756071229672E-6  
  17087 188.9854889   62.145401    -99        -99          -99         1.59     0.233    1.38700001E10   2.608      2.608      15.82      9.462      1.141      3.342    0          -99                  -99                  -99                     -99                    
  17095 188.9611816   62.1452942   -99        -99          -99         1.493    0.188    4.3849998E10    8.795E-8   8.795E-8   72.43      20.92      1.652      8.364    0          -99                  -99                  -99                     -99                    
