# id    ra            dec          id_3DHST   ra_3DHST     dec_3DHST   z_IR     ez_IR    Mstar           xfAGN      xeAGN      SFR        eSFR       sSFR       SNR_IR   goodArea   m1400                m1700                S1400                   S1700                  
  2716  189.1850128   62.3198662   34406      189.184993   62.3199     1.985    0.219    2.52300001E10   0.6303     0.6303     25.65      25.65      1.017      0.0      1          28.12459910747356    27.79021786057612    2.04249196649685E-8     2.779155555002761E-8   
  2720  189.3094482   62.3200684   34403      189.309528   62.320096   1.224    -1.0     6.1939999E9     0.8679     0.8679     5.82       2.713      0.9397     2.145    1          25.390632133485994   25.106612817932884   2.5336530666886514E-7   3.291204535687197E-7   
  2722  189.3471985   62.3199005   34418      189.347219   62.319903   2.139    0.207    2.95100006E9    9.126      9.126      29.74      25.75      10.08      1.155    1          25.90677112511668    25.658733858748846   1.5750398632834984E-7   1.9792764463756218E-7  
  2725  189.4727173   62.319664    34293      189.4727     62.319663   1.147    0.1903   8.9529999E9     2.561      2.478      6.793      5.148      0.7588     1.903    1          23.93385198007444    23.647637973338256   9.693022213384639E-7    1.261667194185614E-6   
  2728  189.1041412   62.3197784   34304      189.104117   62.319828   1.147    0.1703   6.486E10        19.13      13.94      89.47      31.27      1.38       21.73    0          27.384747795743596   26.7158854993944     4.037391661570515E-8    7.475595609304606E-8   
  2738  189.3859711   62.3196411   34335      189.385959   62.319669   1.987    -1.0     6.3380001E10    7.724      7.724      99.17      9.285      1.565      10.68    1          25.35163779143941    24.95828349871392    2.626303324712513E-7    3.7729982220651575E-7  
  2739  189.4654694   62.3194656   34254      189.465484   62.319468   0.972    -1.0     3.25099991E10   4.011      4.011      19.25      2.0        0.5922     9.625    1          24.85225638296306    24.590241360578638   4.160039428481958E-7    5.295457121452509E-7   
  2740  189.4864655   62.3195534   -99        -99          -99         1.0      0.18     8.9529999E9     0.8974     0.8974     4.703      3.381      0.5253     1.391    1          -99                  -99                  -99                     -99                    
  2741  189.4847717   62.319294    -99        -99          -99         0.9719   0.1701   2.09899991E10   1.158      1.158      6.107      4.541      0.291      1.345    1          -99                  -99                  -99                     -99                    
  2746  189.1634674   62.3196487   34251      189.163499   62.31966    1.221    -1.0     2.19800003E10   2.853      2.853      53.5       5.605      2.434      13.28    1          24.83630280501809    24.637903122749915   4.221617466576027E-7    5.068025027925788E-7   
  2758  189.1568909   62.3192825   34321      189.156813   62.319303   0.8199   0.1      3.88999987E9    0.4882     0.4785     1.821      1.472      0.4681     1.237    1          25.094806255418657   24.857861690742162   3.327189201698434E-7    4.1386178232487687E-7  
  2767  189.3901672   62.3191948   34332      189.390174   62.31921    1.346    -1.0     9.8160005E9     0.5437     0.5437     13.02      2.685      1.326      4.85     1          25.21576200091162    24.98199658327272    2.976426754517253E-7    3.6914871987625495E-7  
  2769  189.45755     62.3190727   34366      189.457549   62.319083   2.44     0.31     5.0109998E9     3.575      3.575      25.82      22.32      5.152      1.157    1          24.555697139898783   24.33127867394489    5.466648424290718E-7    6.721845567539813E-7   
  2776  189.3559875   62.3189011   34150      189.355979   62.318886   0.2111   -1.0     3.89E8          0.01537    0.009274   0.06258    0.02776    0.1609     2.254    1          22.663270448172884   22.55832050713258    3.123861860229877E-6    3.440897986900691E-6   
  2778  189.4197693   62.3190422   34299      189.419858   62.319053   2.11     0.28     7.7969998E10    3.749      3.749      34.5       32.52      0.4425     1.061    1          26.230151286087043   25.8399754634335     1.1693364448499775E-7   1.674980728647744E-7   
  2785  189.4502258   62.3188248   34320      189.450177   62.318818   1.62     0.236    4.6770002E9     2.626      2.463      11.17      11.17      2.388      0.0      1          26.539932305515013   26.199846302271823   8.790773247206637E-8    1.202434640325547E-7   
  2794  189.430954    62.3187027   -99        -99          -99         0.201    0.2      0.0             0.05216    0.05216    0.3531     0.447      -99.0      0.79     1          -99                  -99                  -99                     -99                    
  2805  189.437973    62.3184204   34207      189.438072   62.318504   2.463    0.051    5.248E9         0.2678     0.2678     25.22      25.22      4.806      0.0      1          24.52209932591202    24.31317407292543    5.638456959822092E-7    6.834871765999029E-7   
  2806  189.1208191   62.3184166   34295      189.120755   62.318457   1.94     0.1005   6.1939999E9     12.88      6.722      67.85      14.99      10.95      5.047    0          26.344353245463225   26.106656146785724   1.0525886963290338E-7   1.310199837770729E-7   
  2813  189.4477997   62.3182869   34241      189.447876   62.318296   1.851    0.136    6.3380001E10    12.21      8.181      41.57      11.68      0.6559     3.558    1          29.036417803400923   28.30628146487561    8.819274874508439E-9    1.7277759085962148E-8  
  2818  189.4276886   62.3181458   -99        -99          -99         0.051    0.05     3.404E7         0.06563    0.06563    0.1007     0.1007     2.959      13.01    1          -99                  -99                  -99                     -99                    
  2822  189.5064697   62.3179398   -99        -99          -99         1.5      0.225    1.02799995E10   3.264      3.264      31.44      16.52      3.059      3.842    0          -99                  -99                  -99                     -99                    
  2825  189.1503448   62.3181114   34084      189.150362   62.318131   0.6809   -1.0     1.00499999E10   0.649      0.649      7.334      0.8505     0.7301     8.623    1          24.914542233520784   24.64290050640423    3.9281051670757204E-7   5.044751724613127E-7   
  2831  189.3504944   62.3180542   34127      189.350499   62.318042   2.094    -1.0     1.48600003E10   1.767      1.767      21.48      11.73      1.446      1.831    1          23.518167810746082   23.318741704666607   1.4214542153225515E-6   1.7080607702205727E-6  
  2841  189.4226379   62.3177338   -99        -99          -99         0.7433   0.02     1.076E9         1.05       1.05       18.72      1.392      17.39      25.09    1          -99                  -99                  -99                     -99                    
  2856  189.1324005   62.3175354   34110      189.132461   62.317576   0.8035   0.12     3.80099994E9    0.3433     0.3433     5.164      2.753      1.358      3.632    0          24.087741148463593   24.007249649603697   8.412082836050235E-7    9.059414699953165E-7   
  2870  189.0948334   62.3174629   34152      189.094785   62.317502   1.61     0.235    4.2850001E10    3.487      3.487      20.9       10.8       0.4877     1.935    0          26.49162379533547    26.196167612148166   9.190740032374297E-8    1.2065156376614963E-7  
  2874  189.3348389   62.3173943   34002      189.3349     62.317394   1.599    -1.0     9.5929999E9     19.3       12.37      37.72      5.733      3.932      6.579    1          24.281408300900168   24.080753130388253   7.037796090826766E-7    8.46639931304832E-7    
  2877  189.1113739   62.317215    33998      189.111463   62.317234   1.363    -1.0     2.64200008E10   3.382      3.382      19.08      6.813      0.7221     3.384    0          25.179313854553026   24.92369296735475    3.078041409714119E-7    3.895137679699877E-7   
  2878  189.1639557   62.3171883   33896      189.163982   62.317202   0.9544   -1.0     1.32400005E10   3.384      3.296      16.98      2.295      1.282      9.204    1          24.07704851812181    23.890794470505277   8.495336634015885E-7    1.0085146512568622E-6  
  2880  189.3049927   62.3171768   34030      189.304998   62.317184   2.109    0.1605   1.74600008E10   6.226      6.226      16.67      16.67      0.955      0.0      1          25.340686407530942   24.984755218447216   2.6529278384709965E-7   3.68211978494872E-7    
  2884  189.4786072   62.3171349   34066      189.478636   62.317143   1.37     0.213    8.9529999E9     1.253      1.253      7.13       7.13       0.7964     0.0      1          23.402310232790935   23.315349748401353   1.581524437342223E-6    1.7134052791872269E-6  
  2888  189.3371429   62.3170357   34003      189.337127   62.317039   0.748    -1.0     3.388E9         0.3107     0.3107     2.003      2.736      0.5912     0.732    1          26.648334592484915   26.440141344377242   7.955475874333766E-8    9.637035577334469E-8   
  2890  189.4292297   62.3168831   32373      189.429264   62.316834   0.7845   0.01     2.24900007E13   0.1509     0.1509     1.846      0.6648     8.209E-5   2.904    1          19.048906555325626   19.188758843999103   8.718411790884988E-5    7.66472296804992E-5    
  2893  189.1891327   62.3169327   33724      189.189152   62.316946   0.4545   -1.0     9.5929999E9     2.811      2.811      6.251      0.6368     0.6516     23.47    1          23.416977971803746   23.143285344006937   1.5603025250391637E-6   2.0076401040166017E-6  
  2895  189.3170013   62.3169136   33991      189.317004   62.316904   1.027    -1.0     2.884E9         0.3375     0.3375     5.579      2.698      1.935      2.493    1          24.686166717858224   24.51408884096426    4.847672956467679E-7    5.680210936124072E-7   
  2896  189.3426666   62.3168945   34060      189.34272    62.316912   2.478    -1.0     7.9789998E9     6.779      6.779      18.95      19.18      2.375      0.988    1          24.754602541348667   24.47729203431507    4.551546494972786E-7    5.876018931077727E-7   
  2901  189.2198639   62.3168144   34028      189.219897   62.316825   2.514    0.1655   1.62900001E11   37.65      37.65      103.7      32.19      0.6365     5.248    1          30.687611352111855   29.39180943772928    1.9273272382948374E-9   6.357351508326085E-9   
  2920  189.4757385   62.3163986   34006      189.475731   62.316379   0.7889   0.16     5.9149998E9     0.1889     0.1889     3.068      2.194      0.5187     3.725    1          29.650184275605426   28.895781794641817   5.0110217733222015E-9   1.0038926676192626E-8  
  2925  189.0864563   62.3167152   34073      189.08661    62.316703   2.908    0.1125   2.70399996E11   11.15      11.15      758.9      70.69      2.807      15.66    0          27.631423047922652   27.432707157554614   3.216849780844704E-8    3.8629326562391144E-8  
  2947  189.3101807   62.3161659   33772      189.310344   62.316178   0.4971   -1.0     6.1939999E9     0.05821    0.05821    0.9136     0.3118     0.1475     2.93     1          25.508654359669915   25.427561212003962   2.27267982245951E-7     2.4489251718205215E-7  
  2957  189.1782837   62.3156967   33872      189.178312   62.315687   2.37     0.303    8.7489997E9     5.261      5.261      31.06      705.9      3.55       0.044    1          25.60386335252331    25.341883242054582   2.0818750431010023E-7   2.650005060129849E-7   
  2973  189.3587494   62.3157539   33893      189.358814   62.315802   1.6      0.234    4.7859999E9     2.848      2.848      17.78      12.3       3.715      2.958    1          24.883167194591238   24.662765093862042   4.043273526058285E-7    4.953292362609003E-7   
  2979  189.2627716   62.31567     33792      189.262986   62.315629   0.875    -1.0     1.58499994E9    0.1532     0.1532     3.222      1.231      2.033      2.617    1          25.736493322628636   25.421751228851022   1.8424795276686272E-7   2.462064966623726E-7   
  2992  189.2134857   62.3154755   33707      189.213513   62.315507   1.411    -1.0     9.5929999E9     0.0        0.0        10.02      6.37       1.045      1.573    1          24.9151344925241     24.75410032264528    3.9259630065524016E-7   4.5536523476906394E-7  
  2994  189.3244781   62.3154221   33691      189.324531   62.315462   2.234    -1.0     3.03399997E10   13.83      13.83      98.12      16.89      3.234      5.809    1          22.554431121143853   22.426073890993543   3.4532462715444407E-6   3.886605345412081E-6   
  3001  189.5335388   62.3150635   -99        -99          -99         1.37     0.213    4.3849998E10    39.33      39.33      91.5       44.85      2.087      8.489    0          -99                  -99                  -99                     -99                    
  3012  189.3679962   62.3152504   33720      189.36791    62.315243   1.459    -1.0     4.8079999E10    1.763      1.763      31.43      5.05       0.6537     6.224    1          25.35572970172542    24.98502290092979    2.6164239708414046E-7   3.6812120898117213E-7  
  3022  189.418396    62.314888    33714      189.418445   62.314888   0.955    -1.0     1.95900006E10   3.272      3.272      15.24      1.747      0.7781     8.724    1          26.014518785692893   25.686560547906883   1.426239584084814E-7    1.9291934594965095E-7  
  3028  189.1212158   62.3149376   33777      189.121233   62.314978   1.873    0.1235   3.40400005E10   22.88      8.9        31.88      13.74      0.9366     2.321    0          27.285552008000742   26.58194109450783    4.423634096266757E-8    8.457140822650922E-8   
  3029  189.1499939   62.3149605   33799      189.150031   62.314983   1.165    0.1901   2.81799987E9    0.3339     0.3339     8.752      4.798      3.106      2.189    1          27.334017446319695   26.83760145577365    4.2305128789186356E-8   6.682814676648793E-8   
  3037  189.1104126   62.3146629   33645      189.110466   62.314693   0.454    -1.0     4.8969999E9     0.7076     0.7076     2.857      0.3617     0.5834     7.899    0          22.942014023037146   22.820971350098613   2.4165422401129116E-6   2.7015403592281698E-6  
  3039  189.2345581   62.3147469   33511      189.23455    62.314768   0.2535   -1.0     4.265E8         0.00721    0.00721    0.08373    0.02868    0.1963     2.919    1          24.50333666756526    24.428934936332226   5.736742189256443E-7    6.143643765270811E-7   
  3063  189.1754608   62.3143311   33397      189.17547    62.314347   0.2544   -1.0     2.512E9         0.01959    0.01959    0.29       0.07084    0.1155     4.094    1          23.194898812548132   23.006645878605376   1.9144343365688935E-6   2.276887897114636E-6   
  3066  189.2191467   62.3143501   33690      189.219158   62.314377   2.4      0.306    1.41900001E10   8.353      8.353      30.05      25.55      2.118      2.687    1          27.49182270566432    27.035762229098236   3.658229248942882E-8    5.5679472015799226E-8  
  3069  189.2731018   62.3142242   33577      189.273017   62.31424    1.056    0.0902   2.96499999E10   6.86       5.941      47.78      10.04      1.612      24.02    1          27.51309005590075    26.77889064411487    3.587269273912773E-8    7.054134603292746E-8   
  3071  189.2822571   62.3142624   33015      189.282226   62.314258   0.2009   -1.0     1.52E10         0.002549   0.002549   0.05577    0.05577    0.003668   0.0      1          24.165102859694407   24.03275871189917    7.83355426353191E-7     8.849047275002051E-7   
  3074  189.4619141   62.3140488   33713      189.461936   62.314056   2.31     0.298    9.1609999E9     8.042      8.042      27.65      22.58      3.018      1.77     1          24.892626490465958   24.651506702796915   4.008200185964609E-7    5.00492206200156E-7    
  3075  189.4666901   62.313942    33235      189.466746   62.313947   0.5706   -1.0     3.32599992E10   1.148      1.148      6.01       0.4978     0.1807     12.07    1          25.365055201876572   24.654211669990477   2.5940474703240777E-7   4.992468484721926E-7   
  3078  189.1970673   62.3141785   33571      189.197207   62.31418    1.174    0.1901   1.48600003E10   1.78       1.78       7.593      5.122      0.511      1.96     1          25.174922238159272   25.02424278969221    3.0905167716770456E-7   3.550609282719606E-7   
  3081  189.4221649   62.3140678   33569      189.422043   62.313838   0.8      -1.0     9.3749996E9     1.095      1.095      7.514      1.356      0.8015     5.54     1          25.049656238348092   24.615554273405838   3.4684665036016665E-7   5.173426587234233E-7   
  3083  189.1415558   62.3138771   33631      189.141491   62.313902   1.42     0.218    3.03399997E10   27.16      27.16      51.8       19.99      1.708      8.872    1          25.269947248795894   25.138705723987155   2.8315295644076653E-7   3.195344667658906E-7   
  3084  189.2968597   62.3139153   33563      189.296874   62.313926   0.4728   -1.0     1.778E9         0.07121    0.07121    0.959      0.3152     0.5393     3.338    1          23.77917679330807    23.536212820152514   1.1177103762379623E-6   1.3980247884463026E-6  
  3085  189.3236389   62.3139915   33636      189.323635   62.314021   0.8354   -1.0     1.25900006E9    0.1254     0.1254     2.19       1.335      1.74       1.64     1          24.620717545003696   24.518232983467854   5.148882510729755E-7    5.658571484057987E-7   
  3087  189.3562317   62.3138924   33231      189.356236   62.313907   0.8409   -1.0     4.4870001E10    5.162      5.162      37.06      1.25       0.8259     29.65    1          24.253844365459766   23.632311663870215   7.218754193339093E-7    1.279603250092736E-6   
  3089  189.4555817   62.3138199   33703      189.455612   62.313866   0.061    0.06     36300.0         0.005636   0.005635   0.006867   0.008244   189.2      0.833    1          26.46907966370701    26.479790343297392   9.383570787278614E-8    9.291457884775815E-8   
  3093  189.1894836   62.3137016   33579      189.189438   62.313689   2.009    0.0765   4.9200001E10    89.79      9.523      77.17      13.09      1.569      7.769    1          29.97951126669795    29.12081355200746    3.6999469174393993E-9   8.159707280158764E-9   
  3099  189.5117798   62.3135033   -99        -99          -99         1.107    0.1598   5.272E9         1.012      1.012      6.165      5.974      1.169      1.032    1          -99                  -99                  -99                     -99                    
  3101  189.0984039   62.3135185   33615      189.098432   62.313552   1.174    0.1901   1.58499994E9    17.18      17.18      24.75      12.48      15.62      5.28     0          25.109560908426683   24.956769578797033   3.2822800771002255E-7   3.778262853859761E-7   
  3103  189.1452484   62.3135948   33559      189.145222   62.313611   1.31     0.0825   6.9500001E9     0.5035     0.5035     13.08      3.289      1.882      3.977    1          25.633196598977317   25.51845353972852    2.0263821932053708E-7   2.2522603126575448E-7  
  3112  189.2052002   62.3134384   33169      189.205232   62.313468   0.5951   -1.0     2.05099991E10   0.06689    0.06689    1.984      0.4508     0.09674    4.401    1          23.207959875716107   23.14268270630275    1.8915422652137489E-6   2.008754753644838E-6   
  3114  189.254776    62.3137054   -99        -99          -99         0.801    0.5      0.0             0.3881     0.3881     4.62       4.427      -99.0      1.556    1          -99                  -99                  -99                     -99                    
  3119  189.5370789   62.3132324   -99        -99          -99         0.972    -1.0     3.483E10        2.351      2.351      11.73      3.907      0.3368     4.041    0          -99                  -99                  -99                     -99                    
  3121  189.2569427   62.3136406   -99        -99          -99         0.2314   -1.0     2.051E7         0.03639    0.003064   0.001967   0.002387   0.09591    0.824    1          -99                  -99                  -99                     -99                    
  3125  189.532608    62.3130493   -99        -99          -99         1.3      0.207    2.52300001E10   13.9       13.9       87.06      44.0       3.45       9.806    0          -99                  -99                  -99                     -99                    
  3140  189.1337891   62.31287     33459      189.133777   62.312909   1.309    0.1985   2.05099991E10   2.034      2.034      20.17      10.04      0.9834     3.343    0          26.546210542467925   26.242052568090383   8.740087550756565E-8    1.1565887743459479E-7  
  3143  189.3908539   62.3128967   33478      189.390702   62.312851   2.005    -1.0     5.6230001E9     0.5331     0.5331     15.1       4.78       2.685      3.159    1          23.93351854423711    23.790871315806456   9.695999453434006E-7    1.1057360619906604E-6  
  3145  189.5278168   62.312664    -99        -99          -99         0.3      -1.0     3.483E10        1.159      1.159      3.347      0.1611     0.0961     20.78    0          -99                  -99                  -99                     -99                    
  3165  189.4868622   62.3124161   -99        -99          -99         2.446    0.2275   1.10099999E10   38.91      21.38      42.38      21.54      3.848      2.593    1          -99                  -99                  -99                     -99                    
  3171  189.1572113   62.3124619   33305      189.157243   62.312457   0.6817   -1.0     2.042E9         0.1022     0.1022     1.832      0.826      0.8974     2.218    1          24.503810912742747   24.220800732782585   5.734236950678322E-7    7.441829350208201E-7   
  3188  189.4201508   62.3123245   33456      189.419963   62.312542   2.01     0.271    1.208E10        5.126      5.126      16.74      10.97      1.386      2.381    1          24.90781920140031    24.663314368186324   3.952504012358288E-7    4.950787124030889E-7   
  3196  189.2563171   62.3118629   31621      189.25633    62.31188    0.233    -1.0     5.152E10        0.1338     0.1338     2.364      0.07817    0.04589    30.24    1          21.42169916865205    21.31523566363471    9.802127168852038E-6    1.0811992470472774E-5  
  3207  189.2007141   62.3119354   33324      189.200738   62.311933   1.837    0.1605   5.4950001E9     1.205      1.205      10.68      15.96      1.944      0.669    1          25.432308966697605   25.16063245284711    2.438239784667755E-7    3.1314610839168496E-7  
  3220  189.4764099   62.3115959   33384      189.476518   62.311644   2.31     0.298    2.40999997E10   13.98      13.98      60.58      25.01      2.514      5.184    1          27.467949103568625   26.88296599791358    3.739558733218088E-8    6.409344285773431E-8   
  3229  189.243576    62.3116417   33307      189.243589   62.311654   1.011    -1.0     3.63000013E9    0.6539     0.5319     9.11       2.127      2.509      4.284    1          23.945410455788483   23.805746564874074   9.590380047292664E-7    1.0906901073997502E-6  
  3236  189.3816986   62.3115425   33277      189.381558   62.311569   1.518    0.1075   3.9080002E10    17.42      17.42      29.53      10.94      0.7556     6.794    1          26.68713482877312    26.197403361214608   7.676196234581591E-8    1.2051432026143543E-7  
  3247  189.3389587   62.3114166   33282      189.338974   62.311427   1.69     0.057    1.592E10        2.895      2.767      18.0       7.466      1.131      2.411    1          26.712936486912476   26.223175129740465   7.495927980373376E-8    1.1768739452676233E-7  
  3263  189.1470337   62.3111649   33294      189.147079   62.311174   2.28     0.295    8.9529999E9     2.976      2.976      15.68      11.85      1.751      1.323    1          26.62804078455308    26.329944433764773   8.105572342188081E-8    1.0666507093914382E-7  
  3265  189.4135895   62.311039    33275      189.413713   62.311057   1.306    0.149    1.70599997E10   8.932      8.932      21.81      7.732      1.279      6.581    1          27.7582519013755     27.804071850121172   2.862195136916068E-8    2.7439188297844315E-8  
  3267  189.0781097   62.3110046   -99        -99          -99         1.511    0.1185   9.8160005E9     10.35      7.118      26.57      51.1       2.707      0.52     0          -99                  -99                  -99                     -99                    
  3276  189.3112183   62.3109398   33265      189.31118    62.310946   3.636    0.138    1.153E11        216.4      115.8      288.7      59.09      2.503      5.341    1          25.74486546947516    25.45847716460877    1.8283267450925295E-7   2.380176342144138E-7   
  3280  189.3697968   62.3109016   33110      189.369817   62.310907   0.519    -1.0     1.622E9         0.07064    0.07064    0.7807     0.6394     0.4814     1.221    1          25.807808920067156   25.31579046144959    1.7253469164096044E-7   2.7144623071984983E-7  
  3281  189.4212189   62.3108292   33173      189.421211   62.31085    0.5712   -1.0     3.16199987E9    0.03232    0.03232    0.7091     0.9257     0.2243     0.766    1          24.57901412890955    24.342076067916555   5.350499754560205E-7    6.655329667900443E-7   
  3288  189.2592926   62.3110809   -99        -99          -99         0.651    0.65     0.0             1.542      1.542      7.378      7.378      -99.0      2.596    1          -99                  -99                  -99                     -99                    
  3289  189.3438416   62.3105965   32842      189.343881   62.310609   1.712    0.182    3.40400013E11   34.08      32.89      139.0      32.88      0.4084     19.26    1          25.884512845675378   25.567709365831867   1.6076624265072798E-7   2.152366647440423E-7   
  3296  189.1867828   62.3105125   33008      189.18681    62.310538   1.684    -1.0     4.6980002E10    12.78      9.928      54.23      6.56       1.154      8.267    1          24.10137893126564    23.86764501907253    8.307080662602063E-7    1.0302485036171918E-6  
  3304  189.0984802   62.3102722   32841      189.098553   62.310333   1.013    -1.0     1.05200001E11   1.556      1.556      8.531      3.379      0.0811     2.525    0          25.585095104389378   25.384098449220854   2.118175587019917E-7    2.5489459143568257E-7  
  3306  189.3320465   62.3103409   33093      189.331982   62.310363   1.52     -1.0     7.7969998E10    1.218      1.218      11.36      3.91       0.1457     3.696    1          28.227198383543012   27.76239718070649    1.8583206231995526E-8   2.8512882721498837E-8  
  3307  189.407547    62.3103027   33195      189.407565   62.310305   2.23     0.0405   1.15300004E10   9.781      9.781      19.78      11.18      1.715      2.216    1          27.54952781630523    27.44665456371221    3.468876781803592E-8    3.8136266563972804E-8  
  3310  189.108078    62.3101845   33138      189.108103   62.310223   1.83     0.2      3.8189998E10    4.39       4.39       43.45      12.38      1.138      3.511    0          25.497031154702654   25.168127074466657   2.2971403910113822E-7   3.109919662925572E-7   
  3316  189.2252655   62.3104515   33163      189.225248   62.310441   0.4405   0.03     9.119E7         0.01711    0.01711    0.527      0.583      5.779      0.904    1          25.56197543972239    25.493450464622242   2.1637636675806024E-7   2.3047287223567057E-7  
  3326  189.3038025   62.3103104   33203      189.303696   62.310306   0.3868   0.04     5.37E7          0.001286   0.001286   0.2187     0.1715     4.073      1.275    1          26.931433828860374   26.551781540023214   6.129520028939065E-8    8.695356334405216E-8   
  3332  189.4965973   62.3098984   -99        -99          -99         1.256    -1.0     2.52300001E10   3.643      3.643      18.15      5.346      0.7193     3.595    1          -99                  -99                  -99                     -99                    
  3337  189.1703033   62.3100319   32708      189.170257   62.310001   0.945    -1.0     1.52E10         2.307      1.809      9.923      2.662      0.6527     3.728    1          24.829581745609165   24.47065060706668    4.247831702132604E-7    5.912072581919361E-7   
  3347  189.5167389   62.3096352   -99        -99          -99         0.895    -1.0     1.66700001E10   0.8201     0.8201     8.091      1.961      0.4853     4.127    1          -99                  -99                  -99                     -99                    
  3349  189.1902008   62.3097801   32956      189.190247   62.309788   0.5873   -1.0     1.58499994E9    0.02989    0.02989    0.9317     0.4016     0.5879     2.32     1          25.456217136705455   24.748772085696096   2.3851359883727064E-7   4.576054263671798E-7   
  3355  189.3914795   62.3096771   33077      189.391625   62.309686   1.787    0.097    9.8160005E9     2.153      1.992      9.988      6.494      1.017      1.538    1          25.03965763002016    24.858652561017685   3.500555342084888E-7    4.135604275393912E-7   
  3358  189.5048828   62.3095627   -99        -99          -99         2.44     0.31     1.62899999E10   11.12      11.12      36.04      131.5      2.212      0.274    1          -99                  -99                  -99                     -99                    
  3367  189.4043884   62.3094978   33079      189.404404   62.309507   2.14     0.283    9.8160001E10    11.52      11.52      34.56      22.24      0.3521     3.984    1          27.89500830693347    27.516860345916083   2.5234614656904114E-8   3.574833850535875E-8   
  3376  189.3501587   62.3092918   32970      189.350232   62.309296   0.5487   0.12     7.244E8         0.03644    0.03644    2.464      1.371      3.402      4.823    1          30.447469674841855   29.467734018124244   2.4044299562047787E-9   5.927975400719594E-9   
  3380  189.5022583   62.309082    -99        -99          -99         0.394    0.12     2.09900006E9    0.0567     0.0567     0.5008     9.82       0.2386     0.051    1          -99                  -99                  -99                     -99                    
  3393  189.444809    62.3092117   33048      189.44485    62.309241   2.34     0.301    3.7319999E10    41.82      41.82      108.4      40.13      2.905      6.116    1          29.007393253703924   27.78879751152669    9.058216542372327E-9    2.7827935971118587E-8  
  3401  189.1567993   62.3083763   32616      189.156782   62.308398   0.947    -1.0     1.55599995E10   1.705      0.9621     6.585      1.767      0.4233     3.726    1          24.224621415923856   24.079357187635388   7.415687730262591E-7    8.477291654692335E-7   
  3403  189.1689758   62.3091431   32562      189.16889    62.309192   1.146    -1.0     7.9789998E10    3.737      3.737      38.69      4.116      0.4849     9.401    1          25.957205461185055   25.363113294525117   1.5035497942933723E-7   2.598691238644964E-7   
  3413  189.0685425   62.3091927   -99        -99          -99         2.23     0.291    2.35499991E10   10.06      10.06      28.5       21.96      1.21       1.298    0          -99                  -99                  -99                     -99                    
  3417  189.2471466   62.3089905   32868      189.247162   62.309053   2.199    0.0      7.2770003E10    223.4      23.03      95.97      7.056      1.319      13.6     1          27.75956387286291    27.25972456228851    2.8587386338343807E-8   4.530124889739591E-8   
  3429  189.2853394   62.3089066   32971      189.285325   62.308939   1.081    0.07     4.786E8         0.103      0.103      8.852      8.406      18.5       1.053    1          25.45889295271523    25.364166564599696   2.379265016226595E-7    2.596171476944665E-7   
  3441  189.4971466   62.3083191   -99        -99          -99         1.124    0.1401   1.35500001E10   0.6822     0.6822     4.474      4.938      0.3302     0.906    1          -99                  -99                  -99                     -99                    
  3442  189.5058441   62.3083382   -99        -99          -99         1.51     0.226    5.9149998E9     1.396      1.396      21.49      15.87      3.633      2.928    1          -99                  -99                  -99                     -99                    
  3444  189.1030273   62.3084335   32793      189.103042   62.308444   0.8662   0.05     9.3749996E9     0.8896     0.8896     5.539      2.749      0.5909     2.015    0          24.569799552149355   24.212500081907024   5.396102358243084E-7    7.498941528228226E-7   
  3452  189.4034729   62.3084259   32897      189.403678   62.308527   3.058    0.2625   2.30100009E10   10.94      10.94      55.05      57.11      2.392      0.964    1          25.602534915231566   25.302815502507205   2.0844238510456992E-7   2.747095762763919E-7   
  3455  189.4333191   62.3083382   32876      189.433266   62.308309   2.546    0.302    6.6369999E10    36.22      36.22      167.6      57.43      2.525      9.729    1          25.460272322384334   25.160048499051445   2.3762442068106581E-7   3.1331457660911174E-7  
  3460  189.0900269   62.3081779   32893      189.089957   62.30825    1.201    0.19     1.78599997E10   2.833      2.833      12.81      7.81       0.7171     2.177    0          25.684831185432014   25.58711437923995    1.9322687306206647E-7   2.1142398209058762E-7  
  3463  189.1620941   62.3082199   32675      189.162092   62.30824    2.18     0.286    3.9080002E10    10.08      10.08      69.58      31.37      1.78       2.769    1          24.953415162439594   24.673932371588002   3.7899539672243156E-7   4.90260666615893E-7    
  3484  189.1718597   62.3079376   32459      189.171857   62.307956   0.8471   -1.0     1.592E10        6.08       6.08       8.327      2.578      0.523      5.397    1          23.91067568080372    23.528595283238012   9.902155172949436E-7    1.4078678345119333E-6  
  3487  189.2567749   62.3082199   32890      189.256813   62.308242   1.167    0.0825   2.238E8         0.08091    0.08091    5.049      3.132      22.56      1.612    1          26.75396997280115    26.67490457629429    7.217919113813055E-8    7.763153428706184E-8   
  3492  189.3713531   62.3078651   32786      189.371368   62.307847   0.9109   0.1201   3.63000013E9    0.1779     0.1779     3.039      1.562      0.8371     1.945    1          25.292427202075405   25.044663525650442   2.7735060604700716E-7   3.484452830354503E-7   
  3500  189.2000427   62.3077774   32744      189.200206   62.307729   0.9304   -1.0     3.31100006E9    0.4169     0.2844     1.732      5.02       0.5231     0.345    1          26.319777146647453   25.985687180272492   1.0766861868261127E-7   1.4646205652577195E-7  
  3526  189.3605804   62.3073006   32500      189.360574   62.307312   0.4381   -1.0     2.00399995E10   0.4354     0.4354     1.953      0.2274     0.09744    8.587    1          23.523006833458094   23.5279178877289     1.4151330263884806E-6   1.408746483404549E-6   
