# id     id_3DHST   SNR_IR   goodArea   z_IR     dL        Mstar           xfAGN     xeAGN     SFR_IR   eSFR_IR   SFR_UV       S1400        S1700        SFR_UV1400   SFR_UV1700   SFR_UV_from_Mstar   SFR_UV_for_noUV_noMstar   SFR_UV_for_AGN   SFR_total   SFR_UV_method   SFR_IR/SFR_total     
  4954   29300      7.436    1          2.032    15604.6   6.1939999E10    6.734     6.734     116.4    15.65     7.23682      3.06871E-7   4.46717E-7   7.23682      10.5347      1.80798             -99.0                     -99.0            123.637     1.0             0.9414657424557374   
  4955   28909      18.06    1          0.3551   1819.54   2.89700004E10   0.5726    0.5726    2.959    0.1638    0.507118     1.58162E-6   1.79804E-6   0.507118     0.576509     0.133173            -99.0                     -99.0            3.46612     1.0             0.8536923130185914   
  4974   29138      11.18    1          1.013    6557.24   2.52300001E10   2.505     2.505     23.72    2.184     2.77889      6.67337E-7   8.34967E-7   2.77889      3.47693      1.29548             -99.0                     -99.0            26.4989     1.0             0.8951314960243633   
  4990   29485      13.81    1          4.161    37234.3   2.09899991E10   126.2     126.2     687.5    49.78     10.9939      8.18803E-8   1.03551E-7   10.9939      13.9035      48.5798             -99.0                     -99.0            698.494     1.0             0.9842604231389246   
  4995   29489      5.751    1          3.429    29535.8   6.486E10        62.33     62.33     418.2    124.8     7.57561      8.96679E-8   1.24531E-7   7.57561      10.5211      6.08999             -99.0                     -99.0            425.776     1.0             0.9822066062906316   
  5007   29293      12.64    1          0.7783   4722.46   1.00499999E10   1.072     1.072     16.51    1.424     0.234842     1.08732E-7   2.00534E-7   0.234842     0.43312      3.27126             -99.0                     -99.0            16.7448     1.0             0.9859777363718886   
  5012   29352      7.486    1          1.47     10440.6   2.89700004E10   11.84     11.84     45.58    15.6      0.143884     1.36295E-8   2.82304E-8   0.143884     0.298024     2.05138             -99.0                     -99.0            45.7239     1.0             0.9968528493851136   
  5023   28216      93.54    1          0.278    1369.46   8.7490003E10    1.454     1.454     13.32    1.167     0.652038     3.58995E-6   3.64047E-6   0.652038     0.661215     0.127574            -99.0                     -99.0            13.972      1.0             0.9533352419123963   
  5028   28015      47.17    1          0.2537   1235.14   2.89700004E10   0.3355    0.3355    3.436    0.2663    1.09298      7.39772E-6   6.10138E-6   1.09298      0.901456     0.154641            -99.0                     -99.0            4.52898     1.0             0.7586697225423826   
  5055   28850      17.58    1          0.639    3703.25   2.05099991E10   0.9892    0.9892    11.63    0.6616    0.146233     1.10102E-7   1.56685E-7   0.146233     0.208101     0.848844            -99.0                     -99.0            11.7762     1.0             0.9875851293286461   
  5067   29098      6.095    1          2.046    15737.4   3.03399997E10   57.83     17.56     91.28    30.39     5.18317      2.16095E-7   3.78828E-7   5.18317      9.08644      3.85083             -99.0                     -99.0            96.4632     1.0             0.9462675922009637   
  5089   29021      7.357    1          1.988    15188.5   3.25099991E10   12.56     12.56     178.9    24.32     3.35128      1.50002E-7   2.2955E-7    3.35128      5.12849      6.85151             -99.0                     -99.0            182.251     1.0             0.9816132696116894   
  5090   28810      6.689    1          2.295    18127.1   1.35499997E11   18.37     18.37     436.5    147.2     1.21598      3.82107E-8   5.31205E-8   1.21598      1.69045      2.26605             -99.0                     -99.0            437.716     1.0             0.9972219429950013   
  5097   28640      11.6     1          0.4844   2641.48   4.2850001E10    2.581     2.581     4.833    0.7809    0.690234     1.02145E-6   1.10405E-6   0.690234     0.746047     0.125744            -99.0                     -99.0            5.52323     1.0             0.8750314580417619   
  5133   29054      10.2     1          1.145    7641.8    1.91399997E10   1.383     1.383     30.46    2.987     0.412897     7.30074E-8   9.55763E-8   0.412897     0.540536     2.44913             -99.0                     -99.0            30.8729     1.0             0.9866258109863343   
  5138   28454      7.207    1          0.7041   4172.44   9.3750002E10    0.9232    0.9232    5.538    0.7684    0.874117     5.1845E-7    4.62002E-7   0.874117     0.778945     0.0481497           -99.0                     -99.0            6.41212     1.0             0.8636769118481875   
  5147   28589      14.73    1          0.563    3171.87   5.6230001E9     0.8266    0.8266    7.759    0.5267    0.742232     7.61774E-7   9.74407E-7   0.742232     0.94941      3.46617             -99.0                     -99.0            8.50123     1.0             0.9126914575890783   
  5168   28673      16.78    1          0.514    2838.88   3.40400005E10   1.105     1.105     6.808    0.4056    0.294566     3.77401E-7   4.01771E-7   0.294566     0.313587     0.244475            -99.0                     -99.0            7.10257     1.0             0.9585262799240275   
  5170   28744      8.934    1          0.6821   4012.46   6.1939999E9     0.9066    0.9066    6.149    0.6883    1.09146      7.00011E-7   1.08197E-6   1.09146      1.68702      2.39908             -99.0                     -99.0            7.24046     1.0             0.8492554340470081   
  5177   28905      7.706    1          1.87     14081.4   2.89700004E10   14.64     14.64     92.61    42.04     1.5895       8.2772E-8    9.78887E-8   1.5895       1.87979      4.16802             -99.0                     -99.0            94.1995     1.0             0.9831262374004108   
  5187   28584      28.36    1          0.5024   2761.18   1.00499999E10   0.8822    0.8822    10.3     0.3632    0.0637701    8.63661E-8   1.02071E-7   0.0637701    0.0753659    2.04082             -99.0                     -99.0            10.3638     1.0             0.9938439568498042   
  5211   28821      9.604    1          2.416    19306.0   7.6200002E10    25.73     25.73     147.2    34.79     1.09595      3.03614E-8   5.18305E-8   1.09595      1.87092      1.71069             -99.0                     -99.0            148.296     1.0             0.9926093758429088   
  5238   28773      11.75    1          0.909    5727.91   7.6199997E9     11.34     11.34     15.27    4.665     0.223787     7.04302E-8   1.30582E-7   0.223787     0.414914     4.45761             -99.0                     -99.0            15.4938     1.0             0.9855555125275917   
  5256   28805      5.165    1          2.319    18360.1   3.8189998E10    20.0      20.0      80.13    17.49     0.166242     5.09224E-9   1.37719E-8   0.166242     0.4496       2.44943             -99.0                     -99.0            80.2962     1.0             0.9979301635693844   
  5270   28121      20.38    1          1.02     6613.89   1.55599995E10   87.59     17.89     19.88    3.583     2.17199      3.71066E-5   4.08597E-5   157.199      173.099      2.13601             -99.0                     2.17199          22.052      4.0             0.9015055323780156   
  5296   28530      5.136    1          0.956    6099.75   3.5640001E10    1.877     1.877     8.814    1.716     0.129515     3.59429E-8   6.0345E-8    0.129515     0.217445     0.296798            -99.0                     -99.0            8.94352     1.0             0.985518006333077    
  5325   27258      63.97    1          0.4372   2333.13   1.00499997E11   0.6807    0.6807    20.07    0.3138    2.86097      5.42689E-6   5.45122E-6   2.86097      2.8738       0.158312            -99.0                     -99.0            22.931      1.0             0.87523439884872     
  5346   28005      38.0     1          0.4574   2464.06   1.38700001E10   4.502     4.502     16.12    0.5248    0.395525     6.72649E-7   7.67703E-7   0.395525     0.451418     2.0345              -99.0                     -99.0            16.5155     1.0             0.9760527988858951   
  5347   28379      8.502    1          1.142    7616.78   1.35500001E10   2.798     2.798     22.82    2.684     4.14098      7.37016E-7   9.01628E-7   4.14098      5.06587      2.97578             -99.0                     -99.0            26.961      1.0             0.846407774192352    
  5348   28197      22.28    1          0.975    6251.48   7.4469999E10    4.214     4.214     47.45    2.13      1.01383      2.67864E-7   4.7207E-7    1.01383      1.78672      0.569459            -99.0                     -99.0            48.4638     1.0             0.9790812936666131   
  5358   27978      10.78    1          0.503    2765.19   3.104E10        0.6601    0.6601    3.32     0.3081    0.930374     1.25639E-6   1.34315E-6   0.930374     0.994624     0.135659            -99.0                     -99.0            4.25037     1.0             0.7811084682039445   
  5375   27888      9.411    1          0.4879   2664.67   7.7970002E9     0.7728    0.7728    2.87     0.305     1.6129       2.3455E-6    2.17475E-6   1.6129       1.49548      0.811303            -99.0                     -99.0            4.4829      1.0             0.6402105779740793   
  5395   28524      9.111    1          1.481    10538.1   3.548E9         27.43     27.43     29.14    12.32     1.48635      1.38201E-7   1.92029E-7   1.48635      2.06527      6.50586             -99.0                     -99.0            30.6263     1.0             0.9514698151588667   
  5438   27845      5.901    1          0.85     5268.58   2.35499991E10   8.562     8.562     8.281    2.02      0.904741     4.01321E-8   8.82995E-8   0.107885     0.237372     0.498076            -99.0                     0.904741         9.18574     4.0             0.901506029998672    
  5512   27851      14.46    1          0.9438   6002.75   7.2770003E10    4.224     4.224     24.56    1.699     1.39904      4.00911E-7   4.64711E-7   1.39904      1.62168      0.304435            -99.0                     -99.0            25.959      1.0             0.9461073230864054   
  5515   28147      9.167    1          1.246    8493.37   1.35500001E10   1.445     1.445     30.34    3.31      1.7377       2.48731E-7   3.03248E-7   1.7377       2.11856      3.9564              -99.0                     -99.0            32.0777     1.0             0.9458284103910193   
  5526   27532      12.82    1          0.3766   1950.92   1.48600003E10   0.4919    0.4919    2.22     0.1731    0.887527     2.4078E-6    2.39031E-6   0.887527     0.88108      0.254406            -99.0                     -99.0            3.10753     1.0             0.7143937468021226   
  5530   27853      22.36    1          0.4842   2640.16   4.3849998E10    3.474     3.474     7.818    0.8967    1.15806      1.71549E-6   1.79497E-6   1.15806      1.21172      0.196942            -99.0                     -99.0            8.97606     1.0             0.8709834827307303   
  5604   27844      9.211    1          0.8498   5267.04   2.14799995E10   6.696     6.696     11.76    1.553     0.0936759    3.48667E-8   8.11276E-8   0.0936759    0.217964     0.804562            -99.0                     -99.0            11.8537     1.0             0.9920952951399141   
  5627   27942      7.372    1          1.153    7708.59   1.86999992E10   6.619     4.659     18.18    2.466     1.75008      3.04105E-7   3.13481E-7   1.75008      1.80403      1.51013             -99.0                     -99.0            19.9301     1.0             0.9121880974004145   
  5730   27567      33.85    1          2.17     16921.0   3.7319999E10    74.6      74.6      408.9    41.49     2.25623      8.13665E-8   9.22912E-8   2.25623      2.55917      12.9092             -99.0                     -99.0            411.156     1.0             0.9945130315500685   
  5735   27602      11.97    1          0.484    2638.83   6.6370002E9     1.475     1.475     3.337    0.418     0.769564     1.14114E-6   1.20156E-6   0.769564     0.810316     1.18194             -99.0                     -99.0            4.10656     1.0             0.8126022753837763   
  5747   27660      8.242    1          0.89     5579.06   1.071E9         6.356     6.356     14.75    7.63      0.196649     6.5236E-8    7.68331E-8   0.196649     0.231608     3.29312             -99.0                     -99.0            14.9466     1.0             0.9868465068978898   
  5766   27550      7.735    1          0.607    3477.33   8.7489997E9     0.8829    0.8829    4.764    0.6159    0.107101     9.14572E-8   9.31618E-8   0.107101     0.109097     1.14612             -99.0                     -99.0            4.8711      1.0             0.9780131797745889   
  5814   27332      7.669    1          0.4587   2472.54   2.884E9         1.147     1.147     2.047    0.2755    1.04994      1.77336E-6   2.22209E-6   1.04994      1.31562      0.457018            -99.0                     -99.0            3.09694     1.0             0.6609750269620981   
  5822   27046      24.61    1          0.2777   1367.78   1.15300004E10   0.179     0.179     2.602    0.1057    0.168795     9.31626E-7   9.64698E-7   0.168795     0.174787     0.42535             -99.0                     -99.0            2.77079     1.0             0.9390823555736811   
  5836   27477      5.782    1          2.13     16537.8   5.5199998E10    6.168     6.168     221.5    81.8      4.73051      1.78595E-7   3.27857E-7   4.73051      8.68406      4.04258             -99.0                     -99.0            226.231     1.0             0.9790877465952942   
  5853   26823      22.41    1          0.2986   1486.28   1.32400005E10   0.3845    0.3845    2.375    0.106     0.583128     2.72569E-6   2.86832E-6   0.583128     0.61364      0.319905            -99.0                     -99.0            2.95813     1.0             0.8028720847292039   
  5879   27038      14.28    1          0.6801   3997.98   2.35499991E10   4.691     4.691     11.25    0.7877    3.51341      2.26967E-6   3.26043E-6   3.51341      5.04708      0.676652            -99.0                     -99.0            14.7634     1.0             0.7620195889835675   
  5882   27204      6.361    1          0.5035   2768.53   4.168E9         0.6145    0.6145    1.948    0.3062    0.828742     1.11644E-6   1.18268E-6   0.828742     0.877909     1.3234              -99.0                     -99.0            2.77674     1.0             0.701542096127113    
  5898   27317      5.414    1          0.85     5268.58   4.5699999E9     4.981     3.563     6.445    1.342     0.339648     1.26345E-7   1.72754E-7   0.339648     0.464408     3.84893             -99.0                     -99.0            6.78465     1.0             0.9499384640327799   
  5916   -99        5.508    1          2.441    19550.9   6.053E10        21.34     21.34     108.5    19.7      1.74049      -99.0        -99.0        -99.0        -99.0        1.74049             -99.0                     -99.0            110.24      2.0             0.9842162554426706   
  5974   27030      6.379    1          1.517    10858.3   4.187E10        1.319     1.319     44.9     13.37     0.963608     8.43899E-8   1.15441E-7   0.963608     1.31817      1.20665             -99.0                     -99.0            45.8636     1.0             0.9789898743229926   
  5976   27006      7.023    1          0.7452   4475.13   3.5640001E10    0.8389    0.8389    5.668    0.8071    0.0173811    8.96153E-9   3.7433E-8    0.0173811    0.0726021    0.190861            -99.0                     -99.0            5.68538     1.0             0.9969430363493733   
  6005   26429      40.37    1          0.4396   2348.6    7.4469999E10    3.601     3.601     12.03    1.069     0.233214     4.36569E-7   4.0334E-7    0.233214     0.215463     0.144375            -99.0                     -99.0            12.2632     1.0             0.9809837562789484   
  6006   27205      10.39    1          2.907    24191.7   5.152E10        23.99     23.99     392.9    58.66     10.7026      1.8883E-7    2.68608E-7   10.7026      15.2243      7.89798             -99.0                     -99.0            403.603     1.0             0.9734813665904366   
  6012   27045      13.46    1          0.8517   5281.69   1.91399997E10   5.572     5.572     15.3     1.136     1.45243      5.37606E-7   8.08415E-7   1.45243      2.18406      1.23019             -99.0                     -99.0            16.7524     1.0             0.9133019746424392   
  6015   27056      9.089    1          0.4439   2376.38   6.4860001E9     0.9438    0.9438    2.389    0.2628    0.583207     1.06637E-6   1.10516E-6   0.583207     0.60442      0.873873            -99.0                     -99.0            2.97221     1.0             0.8037790061940441   
  6061   26888      28.08    1          2.122    16461.3   1.23600003E11   73.42     73.42     398.7    113.3     7.27586      2.7725E-7    3.46225E-7   7.27586      9.08597      2.35408             -99.0                     -99.0            405.976     1.0             0.9820777582911305   
  6065   26948      7.586    1          0.8402   5193.13   1.07599995E10   6.284     6.284     8.723    2.328     2.28209      8.73758E-7   1.07667E-6   2.28209      2.81206      1.57083             -99.0                     -99.0            11.0051     1.0             0.7926325067468719   
  6073   26482      6.251    1          0.8541   5300.22   3.25099991E10   5.304     5.304     7.547    1.207     0.426754     1.56858E-7   3.08944E-7   0.426754     0.840526     0.289035            -99.0                     -99.0            7.97375     1.0             0.9464806395986831   
  6084   26228      42.55    1          0.3059   1528.31   5.128E9         2.31      2.31      6.332    0.2035    11.1729      4.93924E-5   3.93733E-5   11.1729      8.90646      3.2182              -99.0                     -99.0            17.5049     1.0             0.3617272877879908   
  6085   26891      6.307    1          1.005    6492.62   2.05099991E10   2.422     2.422     13.26    2.102     0.438301     1.07361E-7   1.43967E-7   0.438301     0.587743     0.967813            -99.0                     -99.0            13.6983     1.0             0.968003328880226    
  6090   26658      26.71    1          0.848    5253.16   4.9200001E10    23.21     23.21     35.74    4.392     0.198602     7.43119E-8   1.49594E-7   0.198602     0.399797     0.766308            -99.0                     -99.0            35.9386     1.0             0.9944739082768945   
  6092   26788      5.515    1          0.9448   6010.68   2.96499999E10   1.671     1.671     11.28    5.684     0.0313037    8.94672E-9   1.91455E-8   0.0313037    0.0669883    0.491445            -99.0                     -99.0            11.3113     1.0             0.9972328556399352   
  6094   26794      8.394    1          1.71     12603.0   7.2770003E10    19.23     19.23     58.92    29.58     4.91748      3.19679E-7   4.17126E-7   4.91748      6.41646      0.730347            -99.0                     -99.0            63.8375     1.0             0.9229684746426474   
  6096   26892      7.272    1          1.828    13690.7   9.5929999E10    3.664     3.664     63.14    19.76     10.8128      5.95666E-7   6.63046E-7   10.8128      12.0359      0.53158             -99.0                     -99.0            73.9528     1.0             0.8537878214212309   
  6121   26917      6.293    1          0.1556   729.416   3.162E8         0.4283    0.4283    0.3007   0.2841    0.00600797   1.16599E-7   1.3911E-7    0.00600797   0.00716794   0.0671349           -99.0                     -99.0            0.306708    1.0             0.9804113358634272   
  6186   26645      10.43    1          0.4742   2574.14   4.26499994E9    1.181     1.181     3.032    0.3373    0.413892     6.44968E-7   6.97665E-7   0.413892     0.447709     1.99454             -99.0                     -99.0            3.44589     1.0             0.8798887950573002   
  6221   26682      5.685    1          0.443    2370.56   2.45400013E9    0.6351    0.6351    1.322    0.2325    0.0506586    9.30827E-8   1.56643E-7   0.0506586    0.0852503    0.295153            -99.0                     -99.0            1.37266     1.0             0.9630935555782204   
  6251   26641      15.63    1          1.155    7725.31   2.96499999E10   2.183     2.183     55.81    3.57      0.852163     1.47437E-7   1.78796E-7   0.852163     1.03341      2.43152             -99.0                     -99.0            56.6622     1.0             0.9849599909639937   
  6265   26738      10.79    1          2.964    24768.4   1.74599995E11   115.7     115.7     522.9    158.7     3.05035      5.13418E-8   5.75399E-8   3.05035      3.4186       1.90352             -99.0                     -99.0            525.95      1.0             0.9942009696739232   
  6290   26373      8.076    1          0.501    2751.83   1.05200005E10   0.3692    0.3692    2.843    0.352     0.00745899   1.01707E-8   3.04437E-8   0.00745899   0.0223267    0.52839             -99.0                     -99.0            2.85046     1.0             0.9973828785529353   
  6296   26261      38.57    1          0.975    6251.48   6.486E10        9.046     9.046     74.33    3.35      1.43437      3.78977E-7   4.86427E-7   1.43437      1.84105      1.08242             -99.0                     -99.0            75.7644     1.0             0.9810676254283015   
  6311   26383      6.704    1          0.502    2758.51   2.81799987E9    0.4944    0.4944    2.348    0.3502    0.223487     3.03263E-7   4.94977E-7   0.223487     0.364769     0.52422             -99.0                     -99.0            2.57149     1.0             0.9130892984223155   
  6352   26118      9.017    1          0.6813   4006.67   4.591E10        2.366     2.366     9.076    1.007     0.207149     1.33239E-7   1.39515E-7   0.207149     0.216906     0.2144              -99.0                     -99.0            9.28315     1.0             0.9776853761923486   
  6383   26193      32.36    1          0.913    5759.36   1.41900001E10   22.28     22.28     43.36    2.962     1.61581      5.0299E-7    6.58315E-7   1.61581      2.11478      5.30046             -99.0                     -99.0            44.9758     1.0             0.9640740131359531   
  6386   26304      13.48    1          1.522    10902.9   3.483E10        45.96     24.25     51.82    13.97     6.83205      5.93444E-7   6.99346E-7   6.83205      8.05126      1.80203             -99.0                     -99.0            58.6521     1.0             0.883514827261087    
  6406   26337      8.432    1          5.237    48885.3   2.76700004E11   48.59     48.59     918.4    108.9     2.85428      1.23326E-8   2.85279E-8   2.85428      6.60253      1.75477             -99.0                     -99.0            921.254     1.0             0.996902048729232    
  6409   25947      9.151    1          0.9403   5974.98   7.1110001E10    2.867     2.867     14.18    1.55      0.630009     1.82218E-7   3.4754E-7    0.630009     1.2016       0.18154             -99.0                     -99.0            14.81       1.0             0.9574611748818366   
  6438   26103      5.943    1          0.504    2771.87   4.7859999E9     0.5934    0.5934    2.176    0.3661    0.412881     5.54874E-7   5.47729E-7   0.412881     0.407564     1.21814             -99.0                     -99.0            2.58888     1.0             0.8405179073576219   
  6464   25726      9.169    1          0.8484   5256.25   4.8079999E10    5.794     5.794     11.13    1.214     1.97628      7.38606E-7   9.32925E-7   1.97628      2.49621      0.246459            -99.0                     -99.0            13.1063     1.0             0.8492099219459345   
  6489   25942      9.339    1          2.118    16423.1   2.41000006E11   27.8      27.8      171.9    38.58     1.49226      5.71282E-8   6.49558E-8   1.49226      1.69672      0.398522            -99.0                     -99.0            173.392     1.0             0.9913952200793578   
  6509   26146      12.14    1          2.499    20120.9   2.14799995E10   87.29     87.29     288.4    80.36     4.80912      1.22656E-7   1.62966E-7   4.80912      6.38959      19.7309             -99.0                     -99.0            293.209     1.0             0.983598729916203    
  6517   26096      7.578    1          1.689    12411.0   3.03399997E10   9.479     5.876     50.71    6.692     5.49783      3.6855E-7    4.40025E-7   5.49783      6.56406      2.1393              -99.0                     -99.0            56.2078     1.0             0.9021879525617441   
  6537   26071      17.75    1          1.559    11234.1   2.704E10        9.748     9.748     99.79    17.87     0.285477     2.33567E-8   5.10775E-8   0.285477     0.624293     4.94627             -99.0                     -99.0            100.075     1.0             0.9971521358980765   
  6547   25813      15.09    1          0.85     5268.58   2.05100007E11   1.356     1.356     19.54    1.295     0.548682     2.04103E-7   1.99475E-7   0.548682     0.536239     0.056777            -99.0                     -99.0            20.0887     1.0             0.9726861369824826   
  6641   25805      5.189    1          0.8524   5287.1    9.1609999E9     6.397     6.397     7.659    2.774     0.737408     2.72389E-7   3.9224E-7    0.737408     1.06187      1.72764             -99.0                     -99.0            8.39641     1.0             0.9121755607456044   
  6665   25387      22.16    1          0.936    5940.9    6.053E10        4.409     4.409     36.35    1.64      1.24353      3.63804E-7   6.91921E-7   1.24353      2.36508      0.583103            -99.0                     -99.0            37.5935     1.0             0.9669224732999057   
  6676   25628      10.08    1          1.242    8459.31   6.7910001E10    1.126     1.126     24.35    2.417     1.09633      1.58193E-7   2.22944E-7   1.09633      1.54508      0.3325              -99.0                     -99.0            25.4463     1.0             0.9569171156513914   
  6710   25413      20.85    1          0.7837   4763.1    1.78599997E10   1.759     1.759     21.51    1.031     1.27914      5.82174E-7   1.0332E-6    1.27914      2.27013      1.90549             -99.0                     -99.0            22.7891     1.0             0.9438722898227662   
  6714   25424      22.14    1          1.138    7583.45   3.9080002E10    7.928     7.928     70.82    26.46     0.424627     7.62413E-8   1.19013E-7   0.424627     0.662844     2.09614             -99.0                     -99.0            71.2446     1.0             0.9940402500680752   
  6724   25649      9.133    1          2.03     15585.7   8.9529999E10    39.2      39.2      117.6    47.63     0.635559     2.70159E-8   3.3764E-8    0.635559     0.79431      1.09056             -99.0                     -99.0            118.236     1.0             0.9946209276362529   
  6768   25552      11.6     1          1.36     9474.9    2.96499999E10   18.95     18.95     46.78    7.279     0.14893      1.71297E-8   3.489E-8     0.14893      0.303343     2.0381              -99.0                     -99.0            46.9289     1.0             0.996827115061295    
  6787   25216      12.96    1          1.17     7850.91   1.86999996E11   3.675     3.675     39.07    3.016     2.10559      3.52737E-7   5.20338E-7   2.10559      3.10606      0.129201            -99.0                     -99.0            41.1756     1.0             0.9488629188159977   
  6827   25397      5.301    1          0.97     6211.47   1.05200005E10   1.459     1.459     16.56    3.124     0.604764     1.6185E-7    1.69451E-7   0.604764     0.633167     3.07778             -99.0                     -99.0            17.1648     1.0             0.9647651006711409   
  6828   25352      6.393    1          3.102    26171.8   9.3750002E10    105.7     105.7     333.1    120.2     2.86802      4.32346E-8   4.80116E-8   2.86802      3.18491      2.89611             -99.0                     -99.0            335.968     1.0             0.9914634727116869   
  6845   25223      15.9     1          0.566    3192.5    6.0530002E9     0.8107    0.8107    7.862    0.4946    0.728812     7.38363E-7   8.01513E-7   0.728812     0.791145     3.16792             -99.0                     -99.0            8.59081     1.0             0.9151639950132759   
  6891   -99        21.35    1          2.101    16260.8   0.0             14.42     3.735     230.7    10.81     25.2051      -99.0        -99.0        -99.0        -99.0        -99.0               25.2051                   -99.0            255.905     3.0             0.9015064183974522   
  6934   25303      5.184    1          2.44     19541.1   7.9789998E9     28.64     28.64     161.1    31.08     36.7746      9.94409E-7   1.18235E-6   36.7746      43.7251      44.0928             -99.0                     -99.0            197.875     1.0             0.8141503474415667   
  6984   24725      7.148    1          0.4759   2585.34   1.78599997E10   1.05      1.05      2.415    0.3379    0.83891      1.29597E-6   1.3976E-6    0.83891      0.904697     0.213936            -99.0                     -99.0            3.25391     1.0             0.7421840186114552   
  7041   24883      12.52    1          0.3758   1945.99   2.08899994E9    0.4621    0.4621    2.659    0.2125    0.440581     1.20133E-6   1.33588E-6   0.440581     0.489928     0.593654            -99.0                     -99.0            3.09958     1.0             0.8578581614283225   
  7045   24859      8.497    1          0.8487   5258.56   3.483E10        9.408     9.408     10.47    4.833     0.281947     1.05281E-7   1.32438E-7   0.281947     0.354674     0.364093            -99.0                     -99.0            10.7519     1.0             0.9737813781750204   
  7054   24937      39.85    1          2.0      15301.8   7.9789998E10    6.38      6.38      464.5    11.66     0.285861     1.26063E-8   2.1908E-8    0.285861     0.496789     5.06125             -99.0                     -99.0            464.786     1.0             0.9993846630492312   
  7099   24622      8.159    1          0.795    4848.42   1.38700001E10   1.226     1.226     9.238    1.132     0.241394     1.06033E-7   2.01155E-7   0.241394     0.457946     1.16593             -99.0                     -99.0            9.47939     1.0             0.9745352812786476   
  7114   24780      8.156    1          0.4565   2458.19   1.99500006E9    1.074     1.074     2.162    0.2914    2.34132      4.00079E-6   4.76634E-6   2.34132      2.78933      0.482693            -99.0                     -99.0            4.50332     1.0             0.4800902445307017   
  7172   24575      14.17    1          0.9456   6017.04   2.96499999E10   4.193     4.193     24.4     1.722     0.679114     1.93684E-7   3.97886E-7   0.679114     1.39511      1.06305             -99.0                     -99.0            25.0791     1.0             0.9729216758177127   
  7173   24517      8.165    1          1.241    8450.8    6.486E10        4.348     4.348     35.38    4.333     1.56052      2.25627E-7   2.89761E-7   1.56052      2.0041       0.515217            -99.0                     -99.0            36.9405     1.0             0.9577563920358415   
  7178   24582      12.19    1          0.936    5940.9    1.23599995E10   4.737     3.886     23.14    2.534     2.76086      8.07711E-7   1.11016E-6   2.76086      3.79468      3.43192             -99.0                     -99.0            25.9009     1.0             0.8934052484662696   
  7185   24330      44.15    1          0.858    5330.35   8.3550003E10    39.26     39.26     58.75    5.725     0.32636      1.18605E-7   2.01903E-7   0.32636      0.55557      0.600182            -99.0                     -99.0            59.0764     1.0             0.994474951080296    
  7188   24623      6.932    1          2.65     21615.3   9.5929999E10    29.45     29.45     207.9    70.74     3.00447      6.6399E-8    9.12194E-8   3.00447      4.12756      1.75032             -99.0                     -99.0            210.904     1.0             0.9857565527443767   
  7196   24167      70.74    1          0.6393   3705.38   1.66700001E10   1.377     1.377     45.07    0.6371    2.68526      2.01947E-6   2.90272E-6   2.68526      3.85971      4.39722             -99.0                     -99.0            47.7553     1.0             0.9437695920662209   
  7236   23862      19.34    1          0.5124   2828.14   1.48600003E10   5.666     5.213     6.085    0.9508    3.80942      4.91782E-6   9.49536E-6   3.80942      7.35525      0.697323            -99.0                     -99.0            9.89442     1.0             0.6149930971193864   
  7240   24427      5.613    1          1.055    6898.64   6.6370002E9     4.565     4.565     16.84    9.021     11.2488      2.44059E-6   2.83467E-6   11.2488      13.0651      5.9646              -99.0                     -99.0            28.0888     1.0             0.5995272136937142   
  7320   24278      9.006    1          0.917    5790.84   1.70599997E10   10.73     10.07     11.35    3.947     1.33141      4.09962E-7   7.26189E-7   1.33141      2.35839      1.07208             -99.0                     -99.0            12.6814     1.0             0.8950115917800874   
  7353   24234      7.918    1          1.344    9335.92   4.6980002E10    4.568     4.568     33.47    4.227     0.863535     1.02302E-7   1.34925E-7   0.863535     1.13891      0.765557            -99.0                     -99.0            34.3335     1.0             0.9748496366522492   
  7379   24210      7.74     1          1.55     11153.4   7.4470001E9     16.39     16.39     42.72    11.1      1.27532      1.05858E-7   1.14391E-7   1.27532      1.37812      12.8783             -99.0                     -99.0            43.9953     1.0             0.9710128127322691   
  7489   23910      5.412    1          0.53     2946.77   2.23800013E9    0.4251    0.4251    2.076    0.3836    0.739304     8.79117E-7   1.04681E-6   0.739304     0.880329     0.463492            -99.0                     -99.0            2.8153      1.0             0.7373992114517103   
  7532   23682      5.633    1          0.938    5956.75   6.0530002E9     0.3717    0.3717    9.054    1.607     0.135169     3.93348E-8   5.57579E-8   0.135169     0.191606     3.64822             -99.0                     -99.0            9.18917     1.0             0.985290292812082    
  7548   23760      7.442    1          3.151    26672.5   1.18000001E11   47.27     47.27     252.1    40.31     2.10804      3.05962E-8   5.32454E-8   2.10804      3.66855      1.58832             -99.0                     -99.0            254.208     1.0             0.9917075780463243   
  7588   23564      17.78    1          1.453    10290.2   1.74599995E11   3.319     3.319     74.91    4.213     2.05474      2.00365E-7   2.13618E-7   2.05474      2.19065      0.272695            -99.0                     -99.0            76.9647     1.0             0.9733033455597176   
  7598   23520      22.18    1          0.8498   5267.04   3.104E10        22.67     22.67     30.8     4.089     1.06554      3.96601E-7   6.76168E-7   1.06554      1.81665      1.25852             -99.0                     -99.0            31.8655     1.0             0.9665625833581774   
  7630   23121      27.48    1          0.851    5276.29   2.46600008E10   16.25     16.25     38.54    2.864     0.599469     2.22344E-7   4.23062E-7   0.599469     1.14063      2.17331             -99.0                     -99.0            39.1395     1.0             0.9846829928844263   
