#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.376     0.04343        2.15     0.04207    0.004207
      0.5563      -1.269     0.04343         3.6     0.05378    0.005378
      0.6532      -1.409     0.04343         4.5     0.03899    0.003899
      0.7634      -1.405     0.04343         5.8     0.03933    0.003933
      0.8976      -1.519     0.04343         7.9      0.0303     0.00303
        1.38     -0.6225     0.04343          24      0.2385     0.02385
           2      0.3706     0.08608         100       2.348      0.4653
       2.204      0.7378      0.0927         160       5.468       1.167
       2.398      0.9117      0.1673         250       8.161       3.144
       5.301      -1.644     0.06122       2e+05      0.0227      0.0032
