#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.548     0.04343        2.15     0.02831    0.002831
      0.5563      -1.454     0.04343         3.6     0.03514    0.003514
      0.6532      -1.612     0.04343         4.5     0.02445    0.002445
      0.7634      -1.571     0.04343         5.8     0.02685    0.002685
      0.8976      -1.692     0.04343         7.9     0.02033    0.002033
       1.204     -0.7547     0.04343          16      0.1759     0.01759
        1.38     -0.7513     0.04343          24      0.1773     0.01773
           2      0.4401     0.04921         100       2.755      0.3121
       2.204      0.8339      0.0572         160       6.822      0.8985
       2.398      0.9083     0.06562         250       8.097       1.224
       2.544      0.8061     0.08306         350       6.399       1.224
       2.699      0.7526      0.1306         500       5.657       1.702
       5.301      -1.818     0.07714       2e+05      0.0152      0.0027
