#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.428     0.04343        2.15     0.03733    0.003733
      0.5563      -1.419     0.04343         3.6     0.03812    0.003812
      0.6532      -1.583     0.04343         4.5     0.02614    0.002614
      0.7634      -1.522     0.04343         5.8     0.03003    0.003003
      0.8976      -1.609     0.04343         7.9     0.02461    0.002461
        1.38     -0.5528     0.04343          24        0.28       0.028
           2      0.6904     0.04343         100       4.902      0.4902
       2.204      0.8586     0.08652         160       7.221       1.439
       2.398      0.8641        0.16         250       7.313       2.694
       5.301      -1.627      0.1067       2e+05      0.0236      0.0058
