#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -3.031      -3.031         5.8    0.000137    0.000397
      0.8976      -2.781      -2.781         7.9    0.000743    0.000457
       1.204      -1.934      -1.934          16   1.903e-10    0.005823
           2    -0.01793    -0.01793         100   1.792e-05      0.4798
       2.204       10.38       10.38         160      -117.8    1.19e+10
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.221      -2.221       2e+05   0.0009481    0.002529
