#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.48     0.04343        2.15     0.03311    0.003311
      0.5563      -1.328     0.04343         3.6       0.047      0.0047
      0.6532      -1.498     0.04343         4.5     0.03177    0.003177
      0.7634      -1.477     0.04343         5.8     0.03338    0.003338
      0.8976      -1.558     0.04343         7.9     0.02764    0.002764
       1.204     -0.6509     0.04343          16      0.2234     0.02234
        1.38     -0.6426     0.04343          24      0.2277     0.02277
           2      0.6049     0.05282         100       4.026      0.4897
       2.204      0.8325     0.08283         160         6.8       1.297
       2.398      0.9737      0.1115         250       9.413       2.416
       2.544      0.8068     0.08308         350       6.409       1.226
       5.301      -1.588     0.08922       2e+05      0.0258      0.0053
