#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -2.536      -2.536         5.8     0.00133    0.000789
       1.204       7.301       7.301          16         -99       1e+07
           2     0.06025     0.06025         100      0.1432      0.5028
       2.204      0.5647      0.5647         160       1.532       1.069
       2.398      0.2833      0.2833         250     -0.6938       1.307
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.8711      0.8711         850        3.02       2.206
       3.064        10.3        10.3        1160         -99       1e+10
       5.301      -2.104      -2.104       2e+05     0.00239     0.00274
