#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.648     0.04343        2.15      0.2249     0.02249
      0.5563     -0.9314     0.04343         3.6      0.1171     0.01171
      0.6532      -1.074     0.04343         4.5     0.08443    0.008443
      0.7634      -1.062     0.04343         5.8     0.08663    0.008663
      0.8976     -0.2175     0.04343         7.9       0.606      0.0606
       1.204     -0.3198     0.04343          16      0.4788     0.04788
        1.38     -0.2162     0.04343          24      0.6078     0.06078
           2       1.209     0.04343         100       16.16       1.616
       2.204       1.216     0.09287         160       16.45       3.517
       2.398       1.101      0.1057         250       12.63       3.072
       5.301      -1.298     0.06204       2e+05      0.0504      0.0072
