#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.948     0.04343        2.15     0.01127    0.001127
      0.5563      -1.864     0.04343         3.6     0.01369    0.001369
      0.6532      -2.031     0.04343         4.5    0.009308   0.0009308
      0.7634      -1.969     0.04343         5.8     0.01073    0.001073
      0.8976      -2.217     0.04343         7.9    0.006072   0.0006072
       1.204      -1.638      0.1436          16     0.02299    0.007603
        1.38      -1.372     0.04527          24     0.04251    0.004431
       2.204      0.4579      0.1322         160        2.87      0.8737
       2.398      0.5719       0.102         250       3.732      0.8764
       5.301      -2.207      0.1868       2e+05    0.006204    0.002668
