#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.212     0.04343        2.15     0.06138    0.006138
      0.5563      -1.089     0.04343         3.6      0.0814     0.00814
      0.6532      -1.222     0.04343         4.5     0.05995    0.005995
      0.7634      -1.311     0.04343         5.8     0.04883    0.004883
      0.8976       -1.37     0.04343         7.9     0.04262    0.004262
       1.204     -0.4476     0.04343          16      0.3568     0.03568
        1.38     -0.3456     0.04343          24      0.4512     0.04512
           2      0.6902     0.04343         100         4.9        0.49
       2.204       1.062     0.04371         160       11.53        1.16
       2.398       1.203     0.04343         250       15.97       1.597
       2.544       1.027     0.05657         350       10.65       1.387
       2.699      0.7733      0.1276         500       5.933       1.744
       5.301      -1.484     0.09666       2e+05      0.0328      0.0073
