#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.324     0.04343        2.15    0.004742   0.0004742
      0.5563      -2.227     0.04343         3.6    0.005926   0.0005926
      0.6532      -2.117     0.04343         4.5    0.007645   0.0007645
      0.7634      -1.964     0.04343         5.8     0.01086    0.001086
      0.8976      -1.734     0.04343         7.9     0.01846    0.001846
       1.204      -1.594      0.1348          16     0.02544    0.007895
        1.38      -1.175     0.04343          24      0.0668     0.00668
           2     0.07693      0.1203         100       1.194      0.3307
       2.398      0.7291     0.08787         250       5.359       1.084
       2.544      0.8339     0.09876         350       6.823       1.552
       2.699      0.8782      0.1319         500       7.554       2.295
       5.301      -1.848     0.07646       2e+05      0.0142      0.0025
