#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.872     0.04343        2.15     0.01343    0.001343
      0.5563      -1.801     0.04343         3.6      0.0158     0.00158
      0.6532      -1.911     0.04343         4.5     0.01228    0.001228
      0.7634      -1.984     0.04343         5.8     0.01037    0.001037
      0.8976      -1.635     0.04343         7.9     0.02317    0.002317
       1.204     -0.8554     0.04343          16      0.1395     0.01395
        1.38     -0.7153     0.04343          24      0.1926     0.01926
           2      0.7485     0.04343         100       5.604      0.5604
       2.204      0.7706     0.06714         160       5.897      0.9116
       2.398      0.8466     0.08529         250       7.024       1.379
       2.544      0.6605      0.2017         350       4.577       2.125
       5.301      -1.762      0.0728       2e+05      0.0173      0.0029
