#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.588     0.04343        2.15    0.002582   0.0002582
      0.5563      -2.505     0.04343         3.6    0.003128   0.0003128
      0.6532      -2.485     0.04343         4.5    0.003273   0.0003273
      0.7634      -2.458     0.04343         5.8    0.003485   0.0003485
      0.8976      -2.456     0.04343         7.9    0.003497   0.0003497
        1.38      -1.184     0.04343          24     0.06548    0.006548
           2      0.4402     0.04887         100       2.756      0.3101
       2.204      0.7064     0.06969         160       5.086      0.8161
       2.398      0.9014      0.1476         250       7.968       2.709
       5.301      -1.535     0.09816       2e+05      0.0292      0.0066
