#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.724     0.04343        2.15     0.01888    0.001888
      0.5563      -1.713     0.04343         3.6     0.01935    0.001935
      0.6532      -1.884     0.04343         4.5     0.01306    0.001306
      0.7634      -1.875     0.04343         5.8     0.01335    0.001335
      0.8976      -1.937     0.04343         7.9     0.01155    0.001155
       1.204     -0.7542     0.04343          16      0.1761     0.01761
        1.38     -0.8514     0.04343          24      0.1408     0.01408
           2      0.4459     0.06858         100       2.792      0.4409
       2.204      0.5236      0.1182         160       3.339      0.9087
       5.301      -1.928     0.09693       2e+05     0.01181    0.002636
