#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.704     0.04343        2.15     0.01977    0.001977
      0.5563      -1.572     0.04343         3.6     0.02677    0.002677
      0.6532       -1.71     0.04343         4.5     0.01952    0.001952
      0.7634      -1.651     0.04343         5.8     0.02233    0.002233
      0.8976      -1.741     0.04343         7.9     0.01814    0.001814
       1.204     -0.8108     0.04343          16      0.1546     0.01546
        1.38     -0.7242     0.04343          24      0.1887     0.01887
           2      0.5538     0.04343         100       3.579      0.3579
       2.204       0.932     0.07192         160       8.551       1.416
       2.398      0.8016      0.1155         250       6.333       1.684
       5.301      -1.569     0.07238       2e+05       0.027      0.0045
