#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.264     0.04343        2.15     0.05445    0.005445
      0.5563      -1.339     0.04343         3.6     0.04577    0.004577
      0.6532      -1.482     0.04343         4.5     0.03298    0.003298
      0.7634      -1.465     0.04343         5.8     0.03431    0.003431
      0.8976      -1.596     0.04343         7.9     0.02537    0.002537
       1.204      -1.088     0.09948          16     0.08159     0.01869
        1.38     -0.8444     0.04343          24      0.1431     0.01431
           2      0.4192      0.0624         100       2.625      0.3772
       2.204      0.6979     0.08538         160       4.987      0.9805
       2.398       1.076     0.04343         250        11.9        1.19
       2.544       1.048     0.06348         350       11.16       1.632
       5.301      -1.871     0.08502       2e+05     0.01346    0.002635
