#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.796     0.04343        2.15       0.016      0.0016
      0.5563      -1.658     0.04343         3.6     0.02199    0.002199
      0.6532      -1.759     0.04343         4.5      0.0174     0.00174
      0.7634      -1.867     0.04343         5.8     0.01357    0.001357
      0.8976      -1.797     0.04343         7.9     0.01596    0.001596
       1.204      -1.019     0.04343          16     0.09582    0.009582
        1.38      -0.959     0.04343          24      0.1099     0.01099
           2      0.3367      0.0848         100       2.171       0.424
       2.398      0.6428      0.1868         250       4.393        1.89
       5.301      -2.034      0.1343       2e+05    0.009248     0.00286
