#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.792     0.04343        2.15     0.01614    0.001614
      0.5563      -1.882     0.04343         3.6     0.01312    0.001312
      0.6532      -1.957     0.04343         4.5     0.01103    0.001103
      0.7634      -1.995     0.04343         5.8     0.01012    0.001012
      0.8976      -1.912     0.04343         7.9     0.01225    0.001225
       1.204      -1.569      0.1256          16       0.027    0.007811
        1.38       -1.39      0.0878          24     0.04073    0.008234
           2       0.223      0.1471         100       1.671      0.5662
       2.204      0.7616      0.1488         160       5.775       1.979
       2.398      0.8189      0.1569         250       6.591       2.381
       5.301      -1.853     0.07589       2e+05     0.01402     0.00245
