#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.672     0.04343        2.15     0.02128    0.002128
      0.5563        -1.5     0.04343         3.6     0.03162    0.003162
      0.6532      -1.637     0.04343         4.5     0.02309    0.002309
      0.7634      -1.624     0.04343         5.8     0.02377    0.002377
      0.8976      -1.649     0.04343         7.9     0.02244    0.002244
       1.204     -0.6544     0.04343          16      0.2216     0.02216
        1.38     -0.5405     0.04343          24      0.2881     0.02881
           2      0.6756     0.04343         100       4.738      0.4738
       2.204      0.7433      0.0965         160       5.538       1.231
       2.398      0.8177       0.132         250       6.572       1.998
       5.301       -1.58     0.09082       2e+05      0.0263      0.0055
