#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.96     0.04343        2.15     0.01096    0.001096
      0.5563      -1.759     0.04343         3.6     0.01741    0.001741
      0.6532      -1.875     0.04343         4.5     0.01335    0.001335
      0.7634      -1.924     0.04343         5.8      0.0119     0.00119
      0.8976      -1.958     0.04343         7.9     0.01102    0.001102
       1.204      -1.032     0.04343          16      0.0928     0.00928
        1.38      -1.009     0.04343          24     0.09792    0.009792
       2.204      0.4852      0.1805         160       3.056        1.27
       2.398        1.08       0.118         250       12.03       3.271
       2.544       1.218      0.1522         350       16.53       5.794
       5.301      -2.008       0.116       2e+05    0.009813    0.002622
