#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.964     0.04343        2.15     0.01086    0.001086
      0.5563      -1.841     0.04343         3.6     0.01441    0.001441
      0.6532      -1.976     0.04343         4.5     0.01056    0.001056
      0.7634       -2.12     0.04343         5.8     0.00759    0.000759
      0.8976      -2.077     0.04343         7.9    0.008379   0.0008379
       1.204        -1.2     0.04351          16     0.06316    0.006328
        1.38      -1.096     0.04343          24     0.08012    0.008012
           2     -0.1354      0.1963         100      0.7322       0.331
       2.204      0.2594      0.1866         160       1.817      0.7808
       5.301      -2.042      0.1241       2e+05    0.009074    0.002592
