#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.052     0.04343        2.15    0.008872   0.0008872
      0.5563      -1.766     0.04343         3.6     0.01714    0.001714
      0.6532      -1.699     0.04343         4.5        0.02       0.002
      0.7634      -1.681     0.04343         5.8     0.02084    0.002084
      0.8976      -1.634     0.04343         7.9     0.02321    0.002321
       1.204      -1.063     0.04812          16     0.08658    0.009593
        1.38      -1.074     0.04343          24     0.08437    0.008437
           2      0.1854      0.1239         100       1.532      0.4371
       2.204      0.4916      0.1331         160       3.101      0.9505
       2.398      0.7453      0.2168         250       5.563       2.777
