#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       5.301       5.301        2.15         -99       1e+05
      0.5563       5.301       5.301         3.6         -99       1e+05
      0.6532       5.301       5.301         4.5         -99       1e+05
      0.7634       5.301       5.301         5.8         -99       1e+05
      0.8976       5.301       5.301         7.9         -99       1e+05
       1.204       7.301       7.301          16         -99       1e+07
           2        0.58        0.58         100       1.277       1.262
       2.204      0.8849      0.8849         160    -0.04122       3.856
       2.398        1.19        1.19         250       6.491       4.493
       2.544       1.355       1.355         350       7.355       7.649
       2.699        10.3        10.3         500         -99       1e+10
       2.929      0.7479      0.7479         850       2.715       1.441
       3.064      0.3887      0.3887        1160    2.13e-10       1.224
       5.301      -2.004      -2.004       2e+05    0.004559    0.002679
