#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.704     0.04343        2.15    0.001977   0.0001977
      0.5563      -2.321     0.04343         3.6    0.004777   0.0004777
      0.6532      -2.219     0.04343         4.5    0.006042   0.0006042
      0.7634      -2.139     0.04343         5.8    0.007261   0.0007261
      0.8976      -2.067     0.04343         7.9     0.00857    0.000857
       1.204      -1.903      0.1869          16     0.01249    0.005375
        1.38      -1.427     0.04343          24     0.03743    0.003743
       2.204      0.1964      0.2159         160       1.572      0.7816
       2.398      0.7613     0.07873         250       5.772       1.046
       5.301      -2.102      0.1399       2e+05    0.007899    0.002545
