#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -1.6     0.04343        2.15     0.02512    0.002512
      0.5563      -1.405     0.04343         3.6     0.03938    0.003938
      0.6532       -1.49     0.04343         4.5     0.03233    0.003233
      0.7634      -1.566     0.04343         5.8     0.02715    0.002715
      0.8976      -1.517     0.04343         7.9     0.03041    0.003041
        1.38     -0.5563     0.04343          24      0.2778     0.02778
           2      0.6696      0.1037         100       4.673       1.116
       2.204       1.011     0.07161         160       10.25       1.691
       2.398       1.054     0.06126         250       11.34       1.599
       2.544       1.015       0.115         350       10.36       2.744
       5.301      -1.772     0.07195       2e+05     0.01692    0.002803
