#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.5563      -1.635     0.04343         3.6     0.02315    0.002315
      0.6532      -1.708     0.04343         4.5     0.01957    0.001957
      0.7634      -1.644     0.04343         5.8      0.0227     0.00227
      0.8976        -1.6     0.04343         7.9     0.02514    0.002514
       1.204      -1.343      0.0777          16     0.04537    0.008117
        1.38     -0.6432     0.04343          24      0.2274     0.02274
           2      0.4933     0.08312         100       3.114      0.5959
       2.204       1.046     0.08335         160       11.12       2.133
       2.398       1.194      0.1487         250       15.62       5.349
       5.301      -1.365     0.07339       2e+05      0.0432      0.0073
