#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.196     0.04343        2.15    0.006368   0.0006368
      0.5563      -1.703     0.04343         3.6      0.0198     0.00198
      0.6532      -1.559     0.04343         4.5     0.02761    0.002761
      0.7634      -1.445     0.04343         5.8     0.03587    0.003587
      0.8976      -1.555     0.04343         7.9     0.02787    0.002787
       1.204      -0.997     0.04343          16      0.1007     0.01007
        1.38     -0.3984     0.04343          24      0.3996     0.03996
           2      0.6511     0.04343         100       4.478      0.4478
       2.204       1.066     0.04343         160       11.65       1.165
       2.398       1.404     0.04343         250       25.36       2.536
       2.544       1.397     0.04343         350       24.93       2.493
       2.699         1.2     0.09658         500       15.84       3.522
       2.929       0.453      0.2139         850       2.838       1.398
       5.301      -1.092     0.04343       2e+05       0.081      0.0081
