#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.108     0.04343        2.15    0.007798   0.0007798
      0.5563      -1.761     0.04343         3.6     0.01735    0.001735
      0.6532      -1.728     0.04343         4.5     0.01871    0.001871
      0.7634      -1.817     0.04343         5.8     0.01523    0.001523
      0.8976      -1.799     0.04343         7.9     0.01587    0.001587
       1.204     -0.9863     0.04705          16      0.1032     0.01118
        1.38      -1.388     0.05449          24      0.0409    0.005132
           2      0.3599     0.08898         100        2.29      0.4693
       2.204      0.5768     0.09657         160       3.774      0.8391
       2.398      0.6256      0.1212         250       4.223       1.178
