#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.02     0.04343        2.15     0.00955    0.000955
      0.5563      -1.859     0.04343         3.6     0.01384    0.001384
      0.6532      -1.726     0.04343         4.5      0.0188     0.00188
      0.7634      -1.582     0.04343         5.8     0.02617    0.002617
      0.8976      -1.364     0.04343         7.9     0.04327    0.004327
       1.204      -1.253     0.09889          16     0.05586     0.01272
        1.38     -0.8119     0.04343          24      0.1542     0.01542
           2      0.3136     0.07235         100       2.059      0.3429
       2.204        0.45      0.1315         160       2.818      0.8532
       2.398      0.7837      0.1379         250       6.078        1.93
       5.301      -2.148      0.1618       2e+05    0.007104    0.002646
