#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.736     0.04343        2.15    0.001837   0.0001837
      0.5563      -2.414     0.04343         3.6    0.003858   0.0003858
      0.7634      -2.091     0.06052         5.8    0.008102    0.001129
        1.38      -1.145     0.04343          24     0.07154    0.007154
           2      0.3034       0.144         100       2.011      0.6669
       2.204      0.7276     0.08437         160        5.34       1.038
       2.398       1.172      0.0544         250       14.84       1.859
       2.544       1.141     0.09629         350       13.84       3.068
       2.699       0.942      0.2028         500        8.75       4.086
       3.064      0.4467      0.1591        1160       2.797       1.025
       5.301      -1.327     0.04979       2e+05      0.0471      0.0054
