#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.232     0.04343        2.15    0.005861   0.0005861
      0.5563      -1.948     0.04343         3.6     0.01128    0.001128
      0.6532      -1.885     0.04343         4.5     0.01304    0.001304
      0.7634      -1.964     0.04343         5.8     0.01086    0.001086
      0.8976      -1.945     0.04343         7.9     0.01136    0.001136
       1.204      -1.378     0.06231          16     0.04189     0.00601
        1.38     -0.8794     0.04343          24       0.132      0.0132
           2      0.2725     0.08363         100       1.873      0.3606
       2.204      0.5528     0.09505         160       3.571      0.7815
       2.398      0.5468      0.1403         250       3.522       1.138
       5.301      -2.226      0.1873       2e+05    0.005941    0.002562
