#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.944     0.04343        2.15      0.1138     0.01138
      0.5563      -1.018     0.04343         3.6     0.09604    0.009604
      0.6532      -1.219     0.04343         4.5     0.06042    0.006042
      0.7634      -1.262     0.04343         5.8     0.05467    0.005467
      0.8976      -1.493     0.04343         7.9     0.03214    0.003214
       1.204      -1.065     0.04343          16     0.08603    0.008603
        1.38      -1.073     0.04343          24     0.08457    0.008457
           2      0.2086     0.09446         100       1.617      0.3516
       2.204      0.5287      0.1195         160       3.378      0.9296
       2.398      0.7851     0.05259         250       6.097      0.7383
       2.544      0.5842      0.1954         350       3.839       1.727
