#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.368     0.04343        2.15    0.004285   0.0004285
      0.5563      -2.027     0.04343         3.6    0.009402   0.0009402
      0.6532      -1.879     0.04343         4.5     0.01322    0.001322
      0.7634      -1.702     0.04343         5.8     0.01984    0.001984
      0.8976      -1.756     0.04343         7.9     0.01753    0.001753
       1.204      -1.448       0.054          16     0.03567    0.004435
        1.38     -0.8251     0.04343          24      0.1496     0.01496
           2    -0.01905      0.1752         100      0.9571      0.3861
       2.204      0.5993     0.08626         160       3.975      0.7895
       2.398      0.9061      0.1289         250       8.056       2.391
       2.544      0.6631      0.2049         350       4.603       2.172
       5.301       -1.53      0.1075       2e+05      0.0295      0.0073
