#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.332     0.04343        2.15     0.04656    0.004656
      0.5563      -1.119     0.04343         3.6     0.07607    0.007607
      0.6532      -1.242     0.04343         4.5     0.05731    0.005731
      0.7634      -1.313     0.04343         5.8     0.04859    0.004859
      0.8976      -1.438     0.04343         7.9     0.03647    0.003647
       1.204      -0.687     0.04343          16      0.2056     0.02056
        1.38     -0.6278     0.04343          24      0.2356     0.02356
           2      0.3925     0.06102         100       2.469      0.3469
       2.204      0.5835     0.08293         160       3.833      0.7319
       2.398      0.9526     0.08416         250       8.967       1.738
       2.544      0.8889     0.09858         350       7.743       1.757
       2.699      0.7079      0.1292         500       5.104       1.518
       3.064      0.2008      0.2078        1160       1.588      0.7597
       5.301      -1.609      0.0971       2e+05      0.0246      0.0055
