#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.7634      -2.991      -2.991         5.8    0.000199    0.000411
      0.8976      -3.004      -3.004         7.9       7e-05     0.00046
       1.204      -1.762      -1.762          16   1.903e-10    0.008656
        1.38       -1.99       -1.99          24    0.002291    0.003974
           2     -0.1669     -0.1669         100   1.792e-05      0.3405
       2.204      0.2588      0.2588         160   1.745e-05      0.9073
       2.398        10.3        10.3         250         -99       1e+10
       2.544        10.3        10.3         350         -99       1e+10
       2.699        10.3        10.3         500         -99       1e+10
       2.929        10.3        10.3         850         -99       1e+10
       3.064        10.3        10.3        1160         -99       1e+10
