#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.74     0.04343        2.15       0.182      0.0182
      0.5563      -1.099     0.04343         3.6     0.07955    0.007955
      0.6532      -1.134     0.04343         4.5     0.07345    0.007345
      0.7634      -1.285     0.04343         5.8      0.0519     0.00519
      0.8976     -0.8665     0.04343         7.9       0.136      0.0136
       1.204      -0.575     0.04343          16      0.2661     0.02661
        1.38     -0.5256     0.04343          24      0.2981     0.02981
           2      0.8046     0.04343         100       6.377      0.6377
       2.204       1.084     0.04343         160       12.15       1.215
       2.398      0.9289     0.06617         250        8.49       1.293
       2.544      0.6385      0.1428         350        4.35       1.431
       5.301      -1.548      0.1151       2e+05      0.0283      0.0075
