#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.272     0.04343        2.15    0.005346   0.0005346
      0.5563      -1.862     0.04343         3.6     0.01373    0.001373
      0.8976       -1.91      0.0711         7.9     0.01229    0.002012
        1.38     -0.8125     0.04343          24       0.154      0.0154
           2      0.4798     0.09454         100       3.019      0.6571
       2.204      0.7837      0.1028         160       6.078       1.439
       2.398      0.9523      0.1284         250        8.96       2.649
       2.544       1.093      0.1209         350       12.39       3.447
       2.699       1.104      0.1015         500        12.7       2.969
       5.301      -2.198      0.2072       2e+05    0.006334    0.003022
