#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.436     0.04343        2.15     0.03664    0.003664
      0.5563      -1.497     0.04343         3.6     0.03183    0.003183
      0.6532      -1.588     0.04343         4.5     0.02584    0.002584
      0.7634      -1.624     0.04343         5.8     0.02377    0.002377
      0.8976      -1.342     0.04343         7.9     0.04551    0.004551
       1.204     -0.8781     0.04343          16      0.1324     0.01324
        1.38     -0.6668     0.04343          24      0.2154     0.02154
           2      0.9244     0.04343         100       8.403      0.8403
       2.204       1.048     0.04343         160       11.16       1.116
       5.301      -1.461     0.07155       2e+05      0.0346      0.0057
