#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -1.86     0.04343        2.15      0.0138     0.00138
      0.5563      -1.512     0.04343         3.6     0.03075    0.003075
      0.6532      -1.539     0.04343         4.5     0.02891    0.002891
      0.7634      -1.682     0.04343         5.8     0.02078    0.002078
      0.8976      -1.708     0.04343         7.9     0.01958    0.001958
       1.204      -1.045      0.0579          16     0.09023     0.01203
        1.38      -1.018     0.04343          24     0.09596    0.009596
           2      0.1688      0.1256         100       1.475      0.4265
       2.204      0.4635      0.1352         160       2.907      0.9051
       2.398      0.6485      0.1816         250       4.452       1.862
