#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.288     0.04343        2.15    0.005152   0.0005152
      0.5563      -2.087     0.04343         3.6    0.008177   0.0008177
      0.6532      -2.189     0.04343         4.5    0.006465   0.0006465
      0.7634      -2.204     0.04343         5.8    0.006257   0.0006257
      0.8976      -2.229     0.04343         7.9      0.0059     0.00059
       1.204      -1.302     0.06503          16     0.04986    0.007466
        1.38      -1.197     0.04343          24     0.06348    0.006348
           2     0.04766      0.1506         100       1.116       0.387
       2.204      0.4468      0.1377         160       2.797      0.8871
       5.301      -2.051      0.1301       2e+05    0.008883    0.002662
