#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -2.1     0.04343        2.15    0.007943   0.0007943
      0.5563      -1.914     0.04343         3.6     0.01218    0.001218
      0.6532      -1.874     0.04343         4.5     0.01336    0.001336
      0.7634      -1.846     0.04343         5.8     0.01427    0.001427
      0.8976      -1.966     0.04343         7.9     0.01081    0.001081
        1.38     -0.9066     0.04343          24       0.124      0.0124
           2      0.1316        0.11         100       1.354       0.343
       2.204       0.445      0.1095         160       2.786      0.7027
       2.398      0.7316     0.09783         250        5.39       1.214
       2.544      0.6544      0.1597         350       4.513        1.66
       5.301      -1.942     0.09146       2e+05     0.01143    0.002407
