#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.956     0.04343        2.15     0.01107    0.001107
      0.5563      -1.777     0.04343         3.6     0.01671    0.001671
      0.6532      -1.913     0.04343         4.5     0.01221    0.001221
      0.7634      -1.969     0.04343         5.8     0.01073    0.001073
      0.8976      -2.049     0.04343         7.9    0.008929   0.0008929
       1.204      -1.227     0.04972          16      0.0593    0.006789
        1.38      -1.053     0.04343          24     0.08848    0.008848
           2      0.1808      0.0906         100       1.516      0.3164
       2.204      0.5664     0.07624         160       3.684      0.6468
       5.301      -1.926     0.09597       2e+05     0.01187    0.002623
