#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.504     0.04343        2.15     0.03133    0.003133
      0.5563      -1.631     0.04343         3.6     0.02341    0.002341
      0.6532      -1.696     0.04343         4.5     0.02016    0.002016
      0.7634      -1.802     0.04343         5.8     0.01576    0.001576
      0.8976      -1.555     0.04343         7.9     0.02789    0.002789
       1.204      -1.269     0.05816          16     0.05382    0.007207
        1.38      -1.104     0.04343          24     0.07868    0.007868
           2      0.2533     0.07846         100       1.792      0.3238
       2.204      0.5116     0.07794         160       3.248      0.5829
       2.398      0.4888      0.1605         250       3.082       1.139
