#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.368     0.04343        2.15     0.04285    0.004285
      0.5563      -1.231     0.04343         3.6     0.05876    0.005876
      0.6532      -1.293     0.04343         4.5     0.05089    0.005089
      0.7634      -1.438     0.04343         5.8     0.03646    0.003646
      0.8976       -1.45     0.04343         7.9      0.0355     0.00355
       1.204     -0.5952     0.04343          16       0.254      0.0254
        1.38     -0.6205     0.04343          24      0.2396     0.02396
           2      0.5372       0.045         100       3.445       0.357
       2.204      0.8087     0.06535         160       6.438      0.9688
       2.398       1.142     0.04588         250       13.88       1.466
       2.544       1.074      0.1017         350       11.87       2.779
       5.301      -1.558      0.1082       2e+05      0.0277      0.0069
