#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.656     0.04343        2.15     0.02208    0.002208
      0.5563      -1.425     0.04343         3.6     0.03757    0.003757
      0.6532      -1.546     0.04343         4.5     0.02847    0.002847
      0.7634      -1.504     0.04343         5.8     0.03135    0.003135
      0.8976      -1.534     0.04343         7.9     0.02925    0.002925
       1.204     -0.4233     0.04343          16      0.3773     0.03773
        1.38     -0.3262     0.04343          24      0.4719     0.04719
           2      0.9847     0.04343         100       9.654      0.9654
       2.204       1.084     0.04343         160       12.15       1.215
       2.398       1.078     0.04343         250       11.97       1.197
       2.544      0.7187      0.1148         350       5.232       1.382
       5.301       -1.31     0.07445       2e+05       0.049      0.0084
