#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.836     0.04343        2.15      0.1459     0.01459
      0.5563      -1.091     0.04343         3.6     0.08113    0.008113
      0.6532      -1.149     0.04343         4.5     0.07091    0.007091
      0.7634      -1.226     0.04343         5.8     0.05944    0.005944
      0.8976      -1.057     0.04343         7.9      0.0877     0.00877
        1.38     -0.6271     0.04343          24       0.236      0.0236
           2       0.663     0.05333         100       4.603      0.5652
       2.204      0.9226       0.178         160       8.368       3.429
       2.398       1.251      0.1478         250       17.82       6.066
       5.301      -1.929      0.1002       2e+05     0.01178    0.002717
