#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.356     0.04343        2.15     0.04406    0.004406
      0.5563      -1.339     0.04343         3.6     0.04581    0.004581
      0.6532      -1.485     0.04343         4.5     0.03272    0.003272
      0.7634      -1.445     0.04343         5.8     0.03589    0.003589
      0.8976      -1.536     0.04343         7.9     0.02912    0.002912
       1.204     -0.8342     0.04343          16      0.1465     0.01465
        1.38      -0.697     0.04343          24      0.2009     0.02009
           2      0.5908     0.04343         100       3.897      0.3897
       2.204      0.9288     0.04343         160       8.488      0.8488
       2.398      0.9429     0.05236         250       8.767       1.057
       5.301      -1.785      0.0768       2e+05      0.0164      0.0029
