#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.468     0.04343        2.15     0.03404    0.003404
      0.5563       -1.27     0.04343         3.6      0.0537     0.00537
      0.6532      -1.327     0.04343         4.5     0.04711    0.004711
      0.7634      -1.489     0.04343         5.8     0.03241    0.003241
      0.8976      -1.493     0.04343         7.9     0.03217    0.003217
       1.204     -0.6988     0.04343          16      0.2001     0.02001
        1.38     -0.7442     0.04343          24      0.1802     0.01802
           2      0.3241     0.07471         100       2.109      0.3628
       2.204      0.6848     0.07316         160        4.84      0.8153
       2.398       1.002     0.05852         250       10.05       1.355
       2.544      0.7852      0.1292         350       6.097       1.813
       2.699      0.9918      0.1243         500       9.813       2.808
       5.301      -1.792     0.06934       2e+05     0.01616     0.00258
