#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.852     0.04343        2.15     0.01406    0.001406
      0.5563      -1.563     0.04343         3.6     0.02733    0.002733
      0.6532      -1.664     0.04343         4.5     0.02169    0.002169
      0.7634       -1.74     0.04343         5.8     0.01818    0.001818
      0.8976      -1.837     0.04343         7.9     0.01457    0.001457
       1.204      -1.208     0.04343          16     0.06198    0.006198
        1.38      -1.116     0.04343          24      0.0766     0.00766
           2     -0.2099      0.2152         100      0.6167      0.3056
       2.204      0.3485      0.1168         160       2.231         0.6
       2.398      0.5884      0.1143         250       3.877        1.02
       2.544      0.5727      0.1711         350       3.739       1.473
       5.301      -1.827     0.07287       2e+05      0.0149      0.0025
