#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -0.724     0.04343        2.15      0.1888     0.01888
      0.5563       -1.11     0.04343         3.6     0.07765    0.007765
      0.6532      -1.263     0.04343         4.5     0.05455    0.005455
      0.7634        -1.3     0.04343         5.8      0.0501     0.00501
      0.8976     -0.6234     0.04343         7.9       0.238      0.0238
       1.204     -0.7989     0.04343          16      0.1589     0.01589
        1.38     -0.5156     0.04343          24      0.3051     0.03051
           2       0.975     0.04343         100        9.44       0.944
       2.204      0.9731     0.04343         160         9.4        0.94
       2.398      0.9421     0.07018         250       8.752       1.414
       5.301       -1.52      0.1064       2e+05      0.0302      0.0074
