#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.212     0.04343        2.15     0.06138    0.006138
      0.5563      -1.117     0.04343         3.6     0.07634    0.007634
      0.6532      -1.129     0.04343         4.5     0.07434    0.007434
      0.7634     -0.8758     0.04343         5.8      0.1331     0.01331
      0.8976     -0.5412     0.04343         7.9      0.2876     0.02876
       1.204     -0.1278     0.04343          16      0.7451     0.07451
        1.38      0.3304     0.04343          24        2.14       0.214
           2       1.043     0.04343         100       11.05       1.105
       2.204      0.9981     0.04401         160       9.957       1.009
       2.398      0.8102      0.1034         250       6.459       1.538
       2.544      0.7811      0.1031         350        6.04       1.434
