#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.868     0.04343        2.15     0.01355    0.001355
      0.5563      -2.019     0.04343         3.6    0.009572   0.0009572
      0.6532      -2.079     0.04343         4.5    0.008344   0.0008344
      0.7634      -2.244     0.04343         5.8    0.005699   0.0005699
      0.8976      -1.956     0.04343         7.9     0.01107    0.001107
       1.204      -1.494      0.0869          16     0.03203    0.006409
        1.38       -1.45     0.04343          24     0.03552    0.003552
           2       0.131      0.1105         100       1.352      0.3441
       2.204      0.3665      0.1349         160       2.325      0.7226
       2.398      0.3108      0.1975         250       2.046      0.9301
       5.301       -2.15       0.153       2e+05    0.007087    0.002496
