#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -0.84     0.04343        2.15      0.1445     0.01445
      0.5563       -1.04     0.04343         3.6     0.09119    0.009119
      0.6532      -1.085     0.04343         4.5     0.08218    0.008218
      0.7634       -1.16     0.04343         5.8     0.06913    0.006913
      0.8976     -0.8959     0.04343         7.9      0.1271     0.01271
        1.38     -0.4032     0.04343          24      0.3952     0.03952
           2      0.9518     0.04343         100       8.951      0.8951
       2.204       1.247     0.04499         160       17.65       1.828
       2.398       1.095     0.09778         250       12.46       2.805
       5.301      -1.206     0.05089       2e+05      0.0623      0.0073
