#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324          -2     0.04343        2.15        0.01       0.001
      0.5563      -1.851     0.04343         3.6     0.01408    0.001408
      0.6532      -1.979     0.04343         4.5     0.01049    0.001049
      0.7634      -2.087     0.04343         5.8    0.008191   0.0008191
      0.8976      -2.113     0.04343         7.9    0.007702   0.0007702
       1.204      -1.581      0.1027          16     0.02623    0.006204
        1.38      -1.269     0.04343          24     0.05379    0.005379
           2     0.03527      0.1298         100       1.085      0.3242
       2.204      0.2245      0.1901         160       1.677      0.7343
       5.301      -1.988      0.1195       2e+05     0.01028    0.002828
