#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.992     0.04343        2.15     0.01019    0.001019
      0.5563      -1.564     0.04343         3.6     0.02728    0.002728
      0.6532      -1.516     0.04343         4.5     0.03049    0.003049
      0.7634      -1.619     0.04343         5.8     0.02406    0.002406
      0.8976      -1.614     0.04343         7.9     0.02432    0.002432
       1.204      -0.994     0.04343          16      0.1014     0.01014
        1.38      -1.088     0.04343          24     0.08157    0.008157
           2      0.2673     0.07874         100       1.851      0.3355
       2.204      0.6492     0.07759         160       4.459      0.7965
       2.398      0.8744      0.1087         250       7.489       1.874
       5.301      -2.106      0.1437       2e+05     0.00783     0.00259
