#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -2.484     0.04343        2.15    0.003281   0.0003281
      0.5563       -1.95     0.04343         3.6     0.01122    0.001122
      0.6532      -1.852     0.04343         4.5     0.01407    0.001407
      0.7634      -1.817     0.04343         5.8     0.01523    0.001523
      0.8976      -1.864     0.04343         7.9     0.01367    0.001367
       1.204      -1.363     0.06218          16     0.04339    0.006212
        1.38     -0.5916     0.04343          24      0.2561     0.02561
           2     0.05419      0.1366         100       1.133      0.3563
       2.204      0.3896      0.1298         160       2.452      0.7327
       2.398        0.82     0.07451         250       6.607       1.133
       2.544      0.7952     0.09822         350        6.24       1.411
       2.699      0.9018      0.1049         500       7.976       1.926
       5.301      -1.754     0.06909       2e+05      0.0176      0.0028
