#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324       -2.56     0.04343        2.15    0.002754   0.0002754
      0.5563      -2.089     0.04343         3.6    0.008142   0.0008142
      0.6532      -1.954     0.04343         4.5     0.01111    0.001111
      0.7634      -1.913     0.04343         5.8     0.01223    0.001223
      0.8976      -2.025     0.04343         7.9    0.009451   0.0009451
       1.204      -1.786      0.1997          16     0.01638    0.007532
        1.38     -0.7913     0.04343          24      0.1617     0.01617
       2.204      0.5139      0.1158         160       3.265      0.8704
       2.398      0.8473     0.08003         250       7.035       1.296
       2.544      0.8909        0.17         350       7.779       3.045
       2.699      0.8887     0.08674         500       7.739       1.546
       5.301      -1.839     0.07188       2e+05      0.0145      0.0024
