#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.152     0.04343        2.15     0.07047    0.007047
      0.5563      -1.301     0.04343         3.6     0.04999    0.004999
      0.6532      -1.469     0.04343         4.5     0.03397    0.003397
      0.7634      -1.425     0.04343         5.8     0.03761    0.003761
      0.8976      -1.558     0.04343         7.9     0.02769    0.002769
        1.38     -0.9278     0.05137          24      0.1181     0.01397
           2      0.6367     0.04343         100       4.332      0.4332
       2.204      0.8999     0.06324         160       7.942       1.157
       2.398        1.07     0.05585         250       11.74        1.51
       2.544      0.8748      0.1055         350       7.495        1.82
       5.301      -1.864     0.08807       2e+05     0.01368    0.002774
