#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324        -2.8     0.04343        2.15    0.001585   0.0001585
      0.5563      -2.543     0.04343         3.6    0.002867   0.0002867
      0.6532      -2.442     0.04343         4.5    0.003614   0.0003614
      0.7634       -2.36     0.05819         5.8    0.004366    0.000585
      0.8976      -2.218     0.05236         7.9    0.006047    0.000729
        1.38      -1.694      0.1269          24     0.02021    0.005904
           2     0.07374      0.1745         100       1.185       0.476
       2.398      0.7698      0.1138         250       5.886       1.543
       2.544      0.8049      0.1923         350        6.38       2.825
       5.301      -2.041      0.1337       2e+05    0.009092    0.002799
