#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.604     0.04343        2.15     0.02489    0.002489
      0.5563       -1.35     0.04343         3.6     0.04463    0.004463
      0.6532      -1.437     0.04343         4.5     0.03658    0.003658
      0.7634      -1.553     0.04343         5.8     0.02799    0.002799
      0.8976      -1.548     0.04343         7.9     0.02831    0.002831
       1.204     -0.6908     0.04343          16      0.2038     0.02038
        1.38      -0.694     0.04343          24      0.2023     0.02023
           2      0.3978     0.09213         100       2.499      0.5302
       2.204      0.9091      0.1191         160       8.112       2.225
       2.398       1.007     0.05609         250       10.17       1.314
       2.544      0.9327      0.1268         350       8.564         2.5
       2.699       1.023      0.1833         500       10.54       4.448
