#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.996     0.04343        2.15     0.01009    0.001009
      0.5563      -1.677     0.04343         3.6     0.02105    0.002105
      0.6532      -1.572     0.04343         4.5     0.02682    0.002682
      0.7634      -1.581     0.04343         5.8     0.02627    0.002627
      0.8976      -1.686     0.04343         7.9     0.02061    0.002061
       1.204       -1.24     0.04555          16     0.05761    0.006042
        1.38     -0.7696     0.04343          24        0.17       0.017
           2      0.2242     0.08437         100       1.676      0.3255
       2.204       0.532      0.1064         160       3.404      0.8336
       2.398      0.9157     0.08646         250       8.235        1.64
       2.544      0.9492     0.08521         350       8.895       1.745
       2.699      0.8546      0.1519         500       7.154       2.502
