#      lgwW_       lgfF_      logerr         wW_         fF_        dfF_
#
      0.3324      -1.472     0.04343        2.15     0.03373    0.003373
      0.5563      -1.564     0.04343         3.6     0.02726    0.002726
      0.6532      -1.655     0.04343         4.5     0.02215    0.002215
      0.7634      -1.727     0.04343         5.8     0.01874    0.001874
      0.8976      -1.532     0.04343         7.9     0.02941    0.002941
       1.204      -1.007     0.04343          16     0.09847    0.009847
        1.38     -0.8972     0.04343          24      0.1267     0.01267
           2      0.5108     0.04546         100       3.242      0.3393
       2.204      0.7056     0.08503         160       5.077      0.9939
       5.301       -1.98      0.1012       2e+05     0.01046    0.002437
